layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,0.0000000000,634
-1,1,0,0.0000000000,0.0000000000,634
-1,2,0,0.0000000000,0.0000000000,634
-1,3,0,0.0000000000,0.0000000000,634
-1,4,0,0.0000000000,0.0000000000,634
-1,5,0,0.0000000000,0.0000000000,634
-1,6,0,0.0000000000,0.0000000000,634
-1,7,0,0.0000000000,0.0000000000,634
-1,8,0,0.0000000000,0.0000000000,634
-1,9,0,0.0000000000,0.0000000000,634
-1,10,0,0.0000000000,0.0000000000,634
-1,11,0,0.0000000000,0.0000000000,634
-1,12,0,0.0000000000,0.0000000000,634
-1,13,0,0.0000000000,0.0000000000,634
-1,14,0,0.0000000000,0.0000000000,634
-1,15,0,0.0000000000,0.0000000000,634
-1,16,0,0.0000000000,0.0000000000,634
-1,17,0,0.0000000000,0.0000000000,634
-1,18,0,0.0000000000,0.0000000000,634
-1,19,0,0.0000000000,0.0000000000,634
-1,20,0,0.0000000000,2.5748550269,608
-1,20,1,2.5748550269,5.1497100538,2
-1,20,2,5.1497100538,7.7245650807,6
-1,20,3,7.7245650807,10.2994201076,1
-1,20,4,10.2994201076,12.8742751345,9
-1,20,5,12.8742751345,15.4491301614,3
-1,20,6,15.4491301614,18.0239851883,2
-1,20,7,18.0239851883,20.5988402152,2
-1,20,11,28.3234052959,30.8982603228,1
-1,21,0,0.0000000000,0.6362518118,631
-1,21,4,2.5450072472,3.1812590590,1
-1,21,9,5.7262663062,6.3625181180,1
-1,21,22,13.9975398596,14.6337916714,1
-1,22,0,0.0000000000,0.4200893437,616
-1,22,1,0.4200893437,0.8401786874,1
-1,22,2,0.8401786874,1.2602680311,5
-1,22,3,1.2602680311,1.6803573748,2
-1,22,4,1.6803573748,2.1004467185,3
-1,22,6,2.5205360622,2.9406254059,3
-1,22,7,2.9406254059,3.3607147496,2
-1,22,11,4.6209827807,5.0410721244,1
-1,22,12,5.0410721244,5.4611614681,1
-1,23,0,0.0000000000,0.0000000000,634
-1,24,0,0.0000000000,0.0000000000,634
-1,25,0,0.0000000000,0.0000000000,634
-1,26,0,0.0000000000,0.0000000000,634
-1,27,0,0.0000000000,0.0000000000,634
-1,28,0,0.0000000000,0.0000000000,634
-1,29,0,0.0000000000,0.0000000000,634
-1,30,0,0.0000000000,0.0000000000,634
-1,31,0,0.0000000000,0.0000000000,634
-1,32,0,0.0000000000,0.0000000000,634
-1,33,0,0.0000000000,0.0000000000,634
-1,34,0,0.0000000000,0.2556642413,633
-1,34,25,6.3916060325,6.6472702738,1
-1,35,0,0.0000000000,0.0000000000,634
-1,36,0,0.0000000000,0.0000000000,634
-1,37,0,0.0000000000,0.0000000000,634
-1,38,0,0.0000000000,0.0000000000,634
-1,39,0,0.0000000000,0.1944430978,632
-1,39,16,3.1110895648,3.3055326626,1
-1,39,19,3.6944188582,3.8888619560,1
-1,40,0,0.0000000000,0.0000000000,634
-1,41,0,0.0000000000,0.0000000000,634
-1,42,0,0.0000000000,0.0000000000,634
-1,43,0,0.0000000000,0.0000000000,634
-1,44,0,0.0000000000,0.0000000000,634
-1,45,0,0.0000000000,0.0000000000,634
-1,46,0,0.0000000000,0.0000000000,634
-1,47,0,0.0000000000,0.0000000000,634
-1,48,0,0.0000000000,0.0000000000,634
-1,49,0,0.0000000000,5.0411699071,608
-1,49,2,10.0823398142,15.1235097213,2
-1,49,3,15.1235097213,20.1646796284,5
-1,49,4,20.1646796284,25.2058495355,6
-1,49,5,25.2058495355,30.2470194426,9
-1,49,6,30.2470194426,35.2881893497,2
-1,49,7,35.2881893497,40.3293592568,2
-1,50,0,0.0000000000,0.0000000000,634
-1,51,0,0.0000000000,0.0000000000,634
-1,52,0,12.1538991928,50.7945670514,577
-1,52,1,50.7945670514,89.4352349100,31
-1,52,4,166.7165706272,205.3572384858,6
-1,52,5,205.3572384858,243.9979063444,20
-1,53,0,0.0000000000,0.0000000000,634
