layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,3.2434217055,615
-1,0,1,3.2434217055,6.4868434110,162
-1,0,2,6.4868434110,9.7302651165,50
-1,0,3,9.7302651165,12.9736868220,3
-1,0,4,12.9736868220,16.2171085275,14
-1,0,5,16.2171085275,19.4605302330,6
-1,0,6,19.4605302330,22.7039519385,4
-1,1,0,0.0000000000,3.3207490074,755
-1,1,1,3.3207490074,6.6414980148,68
-1,1,2,6.6414980148,9.9622470222,5
-1,1,4,13.2829960296,16.6037450370,10
-1,1,5,16.6037450370,19.9244940444,9
-1,1,6,19.9244940444,23.2452430518,7
-1,2,0,0.0000000000,0.0550180444,796
-1,2,1,0.0550180444,0.1100360888,7
-1,2,2,0.1100360888,0.1650541332,20
-1,2,3,0.1650541332,0.2200721776,9
-1,2,4,0.2200721776,0.2750902220,10
-1,2,5,0.2750902220,0.3301082664,6
-1,2,6,0.3301082664,0.3851263108,4
-1,2,7,0.3851263108,0.4401443552,2
-1,3,0,0.0000000000,0.1044162719,815
-1,3,1,0.1044162719,0.2088325438,7
-1,3,2,0.2088325438,0.3132488157,5
-1,3,3,0.3132488157,0.4176650876,8
-1,3,4,0.4176650876,0.5220813595,3
-1,3,5,0.5220813595,0.6264976314,6
-1,3,6,0.6264976314,0.7309139033,5
-1,3,7,0.7309139033,0.8353301752,3
-1,3,8,0.8353301752,0.9397464471,1
-1,3,9,0.9397464471,1.0441627190,1
-1,4,0,0.0000000000,2.6562630911,391
-1,4,1,2.6562630911,5.3125261822,275
-1,4,2,5.3125261822,7.9687892733,180
-1,4,3,7.9687892733,10.6250523644,8
-1,5,0,0.0000000000,1.3309666215,658
-1,5,1,1.3309666215,2.6619332430,130
-1,5,2,2.6619332430,3.9928998645,39
-1,5,3,3.9928998645,5.3238664860,7
-1,5,4,5.3238664860,6.6548331075,9
-1,5,5,6.6548331075,7.9857997290,7
-1,5,6,7.9857997290,9.3167663505,4
-1,6,0,0.0000000000,1.8088034165,297
-1,6,1,1.8088034165,3.6176068330,227
-1,6,2,3.6176068330,5.4264102495,317
-1,6,3,5.4264102495,7.2352136660,13
-1,7,0,0.0000000000,0.4087618047,725
-1,7,1,0.4087618047,0.8175236094,42
-1,7,2,0.8175236094,1.2262854141,50
-1,7,3,1.2262854141,1.6350472188,25
-1,7,4,1.6350472188,2.0438090235,8
-1,7,5,2.0438090235,2.4525708282,3
-1,7,6,2.4525708282,2.8613326329,1
-1,8,0,0.0000000000,0.0000000000,854
-1,9,0,0.0000000000,1.5104225354,192
-1,9,1,1.5104225354,3.0208450708,414
-1,9,2,3.0208450708,4.5312676062,186
-1,9,3,4.5312676062,6.0416901416,56
-1,9,4,6.0416901416,7.5521126770,4
-1,9,5,7.5521126770,9.0625352124,2
