layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,0.0000000000,116
-1,1,0,0.0000000000,0.0000000000,116
-1,2,0,0.0000000000,0.0000000000,116
-1,3,0,0.0000000000,0.0000000000,116
-1,4,0,0.0000000000,0.0000000000,116
-1,5,0,0.0000000000,0.0000000000,116
-1,6,0,0.0000000000,0.0000000000,116
-1,7,0,0.0000000000,0.0000000000,116
-1,8,0,0.0000000000,0.0000000000,116
-1,9,0,0.0000000000,0.0000000000,116
-1,10,0,0.0000000000,0.0000000000,116
-1,11,0,0.0000000000,0.0000000000,116
-1,12,0,0.0000000000,0.0000000000,116
-1,13,0,0.0000000000,0.0000000000,116
-1,14,0,0.0000000000,0.0000000000,116
-1,15,0,0.0000000000,0.0000000000,116
-1,16,0,0.0000000000,0.0000000000,116
-1,17,0,0.0000000000,0.0000000000,116
-1,18,0,0.0000000000,0.0000000000,116
-1,19,0,0.0000000000,0.0000000000,116
-1,20,0,0.0000000000,0.5091735677,112
-1,20,2,1.0183471354,1.5275207031,1
-1,20,3,1.5275207031,2.0366942708,1
-1,20,4,2.0366942708,2.5458678385,1
-1,20,8,4.0733885416,4.5825621093,1
-1,21,0,0.0000000000,0.0000000000,116
-1,22,0,0.0000000000,0.0000000000,116
-1,23,0,0.0000000000,0.0000000000,116
-1,24,0,0.0000000000,0.0000000000,116
-1,25,0,0.0000000000,0.0000000000,116
-1,26,0,0.0000000000,0.0000000000,116
-1,27,0,0.0000000000,0.0000000000,116
-1,28,0,0.0000000000,0.0000000000,116
-1,29,0,0.0000000000,0.0000000000,116
-1,30,0,0.0000000000,0.0000000000,116
-1,31,0,0.0000000000,0.0000000000,116
-1,32,0,0.0000000000,0.0000000000,116
-1,33,0,0.0000000000,0.0000000000,116
-1,34,0,0.0000000000,0.0000000000,116
-1,35,0,0.0000000000,0.0000000000,116
-1,36,0,0.0000000000,0.0000000000,116
-1,37,0,0.0000000000,0.0000000000,116
-1,38,0,0.0000000000,0.0000000000,116
-1,39,0,0.0000000000,0.0000000000,116
-1,40,0,0.0000000000,0.0000000000,116
-1,41,0,0.0000000000,0.0000000000,116
-1,42,0,0.0000000000,0.0000000000,116
-1,43,0,0.0000000000,0.0000000000,116
-1,44,0,0.0000000000,0.0000000000,116
-1,45,0,0.0000000000,0.0000000000,116
-1,46,0,0.0000000000,0.0000000000,116
-1,47,0,0.0000000000,0.0000000000,116
-1,48,0,0.0000000000,0.0000000000,116
-1,49,0,0.0000000000,0.0000000000,116
-1,50,0,0.0000000000,0.0000000000,116
-1,51,0,0.0000000000,0.0000000000,116
-1,52,0,0.0000000000,0.0000000000,116
-1,53,0,0.0000000000,0.0000000000,116
-1,54,0,0.0000000000,0.0000000000,116
-1,55,0,0.0000000000,0.0000000000,116
-1,56,0,0.0000000000,0.0000000000,116
-1,57,0,0.0000000000,0.0000000000,116
-1,58,0,0.0000000000,0.0000000000,116
-1,59,0,0.0000000000,0.0000000000,116
-1,60,0,0.0000000000,0.0000000000,116
-1,61,0,0.0000000000,0.0000000000,116
-1,62,0,0.0000000000,0.0000000000,116
-1,63,0,0.0000000000,0.0000000000,116
-1,64,0,0.0000000000,0.0000000000,116
-1,65,0,0.0000000000,0.0000000000,116
-1,66,0,0.0000000000,0.0000000000,116
-1,67,0,0.0000000000,0.0000000000,116
-1,68,0,0.0000000000,0.0000000000,116
-1,69,0,0.0000000000,0.0000000000,116
-1,70,0,0.0000000000,0.0000000000,116
-1,71,0,0.0000000000,0.0000000000,116
-1,72,0,0.0000000000,0.0000000000,116
-1,73,0,0.0000000000,0.0000000000,116
-1,74,0,0.0000000000,0.0000000000,116
-1,75,0,0.0000000000,0.0000000000,116
-1,76,0,0.0000000000,0.0000000000,116
-1,77,0,0.0000000000,0.0000000000,116
-1,78,0,0.0000000000,0.0000000000,116
-1,79,0,0.0000000000,0.0000000000,116
-1,80,0,0.0000000000,0.0000000000,116
-1,81,0,0.0000000000,0.0000000000,116
-1,82,0,0.0000000000,0.0000000000,116
-1,83,0,0.0000000000,0.0000000000,116
-1,84,0,0.0000000000,0.0000000000,116
-1,85,0,0.0000000000,0.0000000000,116
-1,86,0,0.0000000000,0.0000000000,116
-1,87,0,0.0000000000,0.0000000000,116
-1,88,0,0.0000000000,0.0000000000,116
-1,89,0,0.0000000000,0.0000000000,116
-1,90,0,0.0000000000,0.0000000000,116
-1,91,0,0.0000000000,0.0000000000,116
-1,92,0,0.0000000000,0.0000000000,116
-1,93,0,0.0000000000,0.0000000000,116
-1,94,0,0.0000000000,0.0000000000,116
-1,95,0,0.0000000000,0.0000000000,116
-1,96,0,0.0000000000,0.0000000000,116
-1,97,0,0.0000000000,0.0000000000,116
-1,98,0,0.0000000000,0.0000000000,116
-1,99,0,0.0000000000,0.0000000000,116
