layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,0.0000000000,523
-1,1,0,0.0000000000,0.0000000000,523
-1,2,0,0.0000000000,0.0000000000,523
-1,3,0,0.0000000000,0.0000000000,523
-1,4,0,1.1233981848,16.9620135958,183
-1,4,1,16.9620135958,32.8006290068,205
-1,4,2,32.8006290068,48.6392444178,82
-1,4,3,48.6392444178,64.4778598288,40
-1,4,4,64.4778598288,80.3164752398,9
-1,4,5,80.3164752398,96.1550906508,4
-1,5,0,0.0000000000,0.0000000000,523
-1,6,0,0.0000000000,0.0000000000,523
-1,7,0,0.0000000000,0.0000000000,523
-1,8,0,0.0000000000,1.2066227689,403
-1,8,1,1.2066227689,2.4132455378,69
-1,8,2,2.4132455378,3.6198683067,33
-1,8,3,3.6198683067,4.8264910756,14
-1,8,4,4.8264910756,6.0331138445,1
-1,8,6,7.2397366134,8.4463593823,1
-1,8,7,8.4463593823,9.6529821512,2
