inputId,Score
0,69.0776
1,69.0776
2,5.1260
3,103.6163
4,34.6192
5,0.9935
6,6.2246
7,69.0776
8,69.0776
9,69.0776
10,69.0776
11,34.6192
12,103.6163
13,69.0776
14,1.0970
15,38.7517
16,103.6163
17,103.6163
18,35.4518
19,34.6192
20,69.0776
21,34.6192
22,1.5208
23,69.0776
24,0.9935
25,69.0776
26,1.0970
27,69.0776
28,103.6163
29,0.9935
30,1.0970
31,34.6192
32,103.6163
33,5.3773
34,34.6192
35,35.4518
36,69.0776
37,1.5208
38,0.9935
39,1.5208
40,103.6163
41,69.0776
42,69.0776
43,103.6163
44,69.0776
45,103.6163
46,103.6163
47,69.0776
48,38.7517
49,1.5208
50,69.0776
51,5.3773
52,103.6163
53,69.0776
54,0.9935
55,69.0776
56,103.6163
57,0.9935
58,103.6163
59,69.0776
60,69.0776
61,69.0776
62,103.6163
63,69.0776
64,69.0776
65,69.0776
66,69.0776
67,103.6163
68,34.6192
69,69.0776
70,34.6192
71,1.0970
72,69.0776
73,103.6163
74,69.0776
75,34.6192
76,69.0776
77,103.6163
78,38.1157
79,34.6192
80,103.6163
81,69.0776
82,34.6192
83,69.0776
84,69.0776
85,34.6192
86,69.0776
87,103.6163
88,69.0776
89,35.4518
90,103.6163
91,34.6192
92,69.0776
93,69.0776
94,0.9935
95,69.0776
96,0.9935
97,103.6163
98,69.0776
99,69.0776
100,0.9935
101,5.5314
102,103.6163
103,39.1572
104,69.0776
105,69.0776
106,34.6192
107,40.9490
108,38.7517
109,1.5208
110,103.6163
111,103.6163
112,69.0776
113,69.0776
114,69.0776
115,103.6163
116,1.5208
117,39.1572
118,69.0776
119,5.5314
120,0.9935
121,34.6192
122,7.3232
123,69.0776
124,7.3232
125,5.9369
126,103.6163
127,103.6163
128,34.6192
129,69.0776
130,69.0776
131,0.9935
132,69.0776
133,103.6163
134,69.0776
135,69.0776
136,69.0776
137,103.6163
138,69.0776
139,103.6163
140,69.0776
141,0.9935
142,34.6192
143,1.0970
144,103.6163
145,69.0776
146,103.6163
147,69.0776
148,103.6163
149,34.6192
150,6.2246
151,69.0776
152,34.6192
153,69.0776
154,69.0776
155,138.1551
156,1.5208
157,34.6192
158,39.8503
159,69.0776
160,7.3232
161,1.5208
162,39.1572
163,69.0776
164,69.0776
165,69.0776
166,69.0776
167,0.9935
168,103.6163
169,69.0776
170,103.6163
171,35.4518
172,69.0776
173,69.0776
174,34.6192
175,69.0776
176,69.0776
177,0.9935
178,69.0776
179,1.0970
180,69.0776
181,103.6163
182,34.6192
183,5.9369
184,103.6163
185,69.0776
186,1.5208
187,38.7517
188,69.0776
189,69.0776
190,69.0776
191,34.6192
192,69.0776
193,69.0776
194,103.6163
195,103.6163
196,1.0970
197,1.5208
198,103.6163
199,1.0970
200,69.0776
201,69.0776
202,103.6163
203,1.5208
204,69.0776
205,103.6163
206,103.6163
207,69.0776
208,138.1551
209,35.4518
210,34.6192
211,69.0776
212,103.6163
213,0.9935
214,69.0776
215,39.5627
216,69.0776
