inputId,Score
0,8.8352
1,16.1487
2,8.2564
3,10.8893
4,31.9988
5,8.2564
6,8.7321
7,13.0500
8,22.2749
9,43.9634
10,18.3195
11,10.4565
12,10.8893
13,22.7685
14,17.7486
15,13.0294
16,9.7911
17,9.4571
18,7.0908
19,10.6340
20,33.9203
21,9.8592
22,24.2352
23,18.8989
24,15.4571
25,10.8893
26,12.0550
27,27.6283
28,47.6858
29,10.3476
30,9.7533
31,7.0908
32,6.8828
33,10.5019
34,8.7671
35,8.8352
36,13.2775
37,6.8828
38,12.3275
39,27.3125
40,13.0837
41,7.3398
42,14.6094
43,7.6127
44,6.3789
45,10.7757
46,31.5660
47,11.3932
48,10.8893
49,17.0697
50,8.8352
51,23.4094
52,10.8893
53,11.4162
54,6.8828
55,6.9510
56,15.1838
57,10.8893
58,10.8893
59,13.3831
60,23.1473
61,12.0550
62,28.0932
63,16.4967
64,10.8893
65,8.8352
66,7.3398
67,9.4789
68,37.2813
69,8.8352
70,30.3885
71,18.3195
72,20.7474
73,11.3932
74,29.0608
75,10.8893
76,6.3789
77,16.0707
78,9.2990
79,11.3251
80,6.8828
81,6.4471
82,11.0895
83,10.8893
84,16.3212
85,10.8893
86,44.0143
87,227.5545
88,26.5402
89,10.8212
90,10.8893
91,18.8333
92,27.3995
93,8.8352
94,8.1883
95,17.6758
96,8.1806
97,6.3789
98,313.6985
99,13.6852
100,7.6767
101,16.4718
102,10.8893
103,7.4029
104,10.9223
105,6.8828
106,9.7533
107,8.8352
108,10.6340
109,316.3026
110,12.0550
111,16.8491
112,10.8893
113,15.5263
114,10.8893
115,12.5416
116,11.3251
117,6.4471
118,8.8352
119,29.8004
120,9.2990
121,8.8352
122,9.1833
123,6.8828
124,9.4789
125,6.8828
126,13.2775
127,13.7604
128,12.0960
129,7.5265
130,9.8592
131,11.0447
132,11.3251
133,9.0059
134,17.0697
135,57.6500
136,7.0908
137,18.9691
138,10.9476
139,11.1456
140,22.0753
141,10.5019
142,10.8893
143,8.8134
144,21.3805
145,9.2922
146,16.4718
147,10.5658
148,9.4789
149,7.0908
