inputId,Score
0,1.1463
1,0.6216
2,0.6216
3,69.6991
4,0.6216
5,0.6216
6,0.6216
7,1.1463
8,0.6216
9,0.6216
10,69.6991
11,0.6216
12,69.6991
13,0.6216
14,5.1894
15,0.6216
16,69.6991
17,0.6216
18,0.6216
19,0.6216
20,0.6216
21,1.1463
22,0.6216
23,0.6216
24,2.8223
25,2.8868
26,0.6216
27,0.6216
28,1.1463
29,2.8868
30,0.6216
31,0.6216
32,1.1463
33,1.1463
34,1.1463
35,1.1463
36,5.5949
37,1.1463
38,0.6216
39,0.6216
40,0.6216
41,0.6216
42,0.6216
43,1.1463
44,1.1463
45,0.6216
46,1.1463
47,69.6991
48,0.6216
49,2.8223
50,1.1463
51,0.6216
52,0.6216
53,0.6216
54,0.6216
55,0.6216
56,0.6216
57,69.6991
58,69.6991
59,0.6216
60,1.1463
61,2.8868
62,1.1463
63,0.6216
64,69.6991
65,69.6991
66,0.6216
67,1.1463
68,1.1463
69,0.6216
70,1.1463
71,69.6991
72,0.6216
73,4.9017
74,0.6216
75,0.6216
76,69.6991
77,0.6216
78,1.1463
79,2.8868
80,2.8868
81,0.6216
82,0.6216
83,1.1463
84,69.6991
85,2.8868
86,0.6216
87,2.8223
88,1.1463
89,0.6216
90,0.6216
91,0.6216
92,0.6216
93,2.8868
94,0.6216
95,2.8223
96,0.6216
97,0.6216
98,0.6216
99,2.8223
100,1.1463
101,0.6216
102,2.8223
103,1.1463
104,0.6216
105,2.8223
106,0.6216
107,1.1463
108,0.6216
109,69.6991
110,2.8868
111,0.6216
112,1.1463
113,0.6216
114,0.6216
115,2.8868
116,0.6216
117,1.1463
118,1.1463
119,0.6216
120,69.6991
121,1.1463
122,0.6216
123,0.6216
124,1.1463
125,0.6216
126,0.6216
127,1.1463
128,1.1463
129,1.1463
130,0.6216
131,0.6216
132,2.8868
133,0.6216
134,0.6216
135,2.8223
136,0.6216
137,0.6216
138,0.6216
139,1.1463
140,1.1463
141,1.1463
142,0.6216
143,2.8223
144,0.6216
145,0.6216
146,0.6216
147,1.1463
148,0.6216
149,4.9017
150,69.6991
151,0.6216
152,0.6216
153,2.8868
154,0.6216
155,69.6991
156,2.8223
157,69.6991
158,1.1463
159,2.8223
160,2.8223
161,0.6216
162,2.8223
163,0.6216
164,1.1463
165,1.1463
166,0.6216
167,0.6216
168,0.6216
169,1.1463
170,0.6216
171,0.6216
172,1.1463
173,35.1604
174,1.1463
175,0.6216
176,0.6216
177,1.1463
178,0.6216
179,1.1463
180,0.6216
181,2.8223
182,1.1463
183,1.1463
184,1.1463
185,69.6991
186,1.1463
187,2.8868
188,0.6216
189,6.8850
190,0.6216
191,0.6216
192,0.6216
193,0.6216
194,0.6216
195,1.1463
196,1.1463
197,1.1463
198,1.1463
199,0.6216
200,0.6216
201,1.1463
202,69.6991
203,0.6216
204,0.6216
205,4.9017
206,0.6216
207,0.6216
208,0.6216
209,0.6216
210,0.6216
211,4.9017
212,1.1463
213,2.8868
214,0.6216
215,1.1463
216,1.1463
217,0.6216
218,1.1463
219,0.6216
220,1.1463
221,2.8223
222,2.8868
223,4.9017
224,1.1463
225,0.6216
226,1.1463
227,69.6991
228,0.6216
229,1.1463
230,0.6216
231,0.6216
232,0.6216
233,2.8223
234,1.1463
235,0.6216
236,0.6216
237,0.6216
238,1.1463
239,1.1463
240,2.8223
241,1.1463
242,1.1463
243,0.6216
244,0.6216
245,0.6216
246,0.6216
247,0.6216
248,2.8868
249,1.1463
250,1.1463
251,0.6216
252,1.1463
253,1.1463
254,0.6216
255,0.6216
256,69.6991
257,1.1463
258,0.6216
259,2.8223
260,69.6991
261,2.8868
262,0.6216
263,0.6216
264,1.1463
265,0.6216
266,1.1463
267,1.1463
268,69.6991
269,1.1463
270,0.6216
271,1.1463
272,1.1463
273,1.1463
274,0.6216
275,1.1463
276,1.1463
277,1.1463
278,1.1463
279,0.6216
280,0.6216
281,1.1463
282,0.6216
283,1.1463
284,1.1463
285,1.1463
286,0.6216
287,69.0889
288,1.1463
289,0.6216
290,1.1463
