inputId,Score
0,1.1836
1,1.4808
2,2.1827
3,2.1827
4,1.4808
5,1.4808
6,2.1827
7,1.1401
8,2.1827
9,1.4808
10,2.1827
11,1.4808
12,2.1827
13,1.4808
14,1.1401
15,2.1827
16,2.1827
17,2.1827
18,1.4808
19,1.4808
20,1.1836
21,1.1836
22,2.1827
23,2.1827
24,1.1836
25,1.1836
26,1.4808
27,2.1827
28,1.1836
29,1.1401
30,1.1836
31,1.4808
32,1.1836
33,1.1836
34,1.1836
35,1.4808
36,4.0639
37,1.1401
38,2.1827
39,2.1827
40,1.4808
41,2.1827
42,1.1836
43,1.1401
44,1.1836
45,2.1827
46,1.1836
47,2.1827
48,1.4808
49,1.1401
50,1.1836
51,2.1827
52,2.1827
53,1.4808
54,1.4808
55,1.4808
56,1.4808
57,2.1827
58,2.1827
59,1.1836
60,1.1836
61,1.1836
62,1.1401
63,1.4808
64,2.1827
65,2.1827
66,1.1836
67,1.1836
68,1.1401
69,1.4808
70,1.1836
71,2.1827
72,1.4808
73,1.1401
74,1.4808
75,2.1827
76,2.1827
77,1.1836
78,1.1836
79,1.1401
80,1.1401
81,2.1827
82,2.1827
83,1.1401
84,2.1827
85,1.1401
86,1.4808
87,1.1401
88,1.1836
89,1.4808
90,1.4808
91,2.1827
92,2.1827
93,1.1401
94,1.4808
95,1.1401
96,1.1836
97,1.1836
98,2.1827
99,1.1401
100,1.1401
101,1.4808
102,1.1836
103,1.1836
104,1.1836
105,1.1401
106,2.1827
107,1.1836
108,1.4808
109,2.1827
110,1.4808
111,2.1827
112,1.1836
113,1.4808
114,2.1827
115,1.1401
116,2.1827
117,1.1401
118,1.1401
119,2.1827
120,2.1827
121,1.1836
122,1.4808
123,1.1836
124,1.1836
125,1.1836
126,1.4808
127,1.1401
128,1.1401
129,1.1401
130,2.1827
131,2.1827
132,1.1401
133,2.1827
134,1.1836
135,1.1401
136,2.1827
137,1.4808
138,1.4808
139,1.1401
140,1.1401
141,1.1401
142,1.1836
143,1.1401
144,1.4808
145,1.4808
146,2.1827
147,1.1401
148,2.1827
149,1.1401
150,2.1827
151,2.1827
152,2.1827
153,1.1836
154,2.1827
155,2.1827
156,1.1401
157,2.1827
158,1.1401
159,1.1401
160,1.1401
161,1.4808
162,1.1401
163,1.1836
164,1.1836
165,1.1836
166,1.1836
