inputId,Score
0,69.7492
1,69.7492
2,69.7492
3,2.1951
4,69.7492
5,69.7492
6,69.7492
7,69.7492
8,69.7492
9,69.7492
10,2.3882
11,69.7492
12,3.7381
13,69.7492
14,69.7492
15,69.7492
16,1.3176
17,69.7492
18,69.7492
19,69.7492
20,69.7492
21,69.7492
22,69.7492
23,69.7492
24,69.7492
25,69.7492
26,69.7492
27,69.7492
28,69.7492
29,69.7492
30,69.7492
31,69.7492
32,69.7492
33,69.7492
34,69.7492
35,69.7492
36,69.7492
37,69.7492
38,69.7492
39,69.7492
40,69.7492
41,69.7492
42,69.7492
43,69.7492
44,69.7492
45,69.7492
46,69.7492
47,1.3176
48,69.7492
49,69.7492
50,69.7492
51,69.7492
52,42.2989
53,69.7492
54,69.7492
55,69.7492
56,69.7492
57,1.3176
58,1.3176
59,69.7492
60,69.7492
61,69.7492
62,69.7492
63,69.7492
64,1.3176
65,1.3176
66,69.7492
67,69.7492
68,69.7492
69,69.7492
70,69.7492
71,1.3176
72,69.7492
73,69.7492
74,69.7492
75,69.7492
76,2.1951
77,69.7492
78,69.7492
79,69.7492
80,69.7492
81,69.7492
82,69.7492
83,69.7492
84,2.3882
85,69.7492
86,69.7492
87,69.7492
88,69.7492
89,69.7492
90,69.7492
91,69.7492
92,69.7492
93,69.7492
94,69.7492
95,69.7492
96,69.7492
97,69.7492
98,69.7492
99,69.7492
100,69.7492
101,69.7492
102,69.7492
103,69.7492
104,69.7492
105,69.7492
106,69.7492
107,69.7492
108,69.7492
109,1.3176
110,69.7492
111,69.7492
112,69.7492
113,69.7492
114,1.3176
115,69.7492
116,69.7492
117,69.7492
118,69.7492
119,69.7492
120,1.3176
121,69.7492
122,69.7492
123,69.7492
124,69.7492
125,69.7492
126,69.7492
127,69.7492
128,69.7492
129,69.7492
130,35.2138
131,69.7492
132,69.7492
133,69.7492
134,69.7492
135,69.7492
136,69.7492
137,69.7492
138,69.7492
139,69.7492
140,69.7492
141,69.7492
142,69.7492
143,69.7492
144,69.7492
145,69.7492
146,69.7492
147,69.7492
148,69.7492
149,69.7492
150,1.3176
151,69.7492
152,69.7492
153,69.7492
154,69.7492
155,1.3176
156,69.7492
157,2.3882
158,69.7492
159,69.7492
160,69.7492
161,69.7492
162,69.7492
163,69.7492
164,69.7492
165,69.7492
166,69.7492
167,69.7492
168,69.7492
169,69.7492
170,69.7492
171,69.7492
172,69.7492
173,1.2742
174,69.7492
175,69.7492
176,69.7492
177,69.7492
178,69.7492
179,69.7492
180,69.7492
181,69.7492
182,69.7492
183,69.7492
184,69.7492
185,1.3176
186,69.7492
187,69.7492
188,69.7492
189,104.2880
190,69.7492
191,69.7492
192,69.7492
193,69.7492
194,69.7492
