inputId,Score
0,39.4231
1,39.4231
2,7.7260
3,1.0399
4,39.4231
5,39.4231
6,39.4231
7,39.4231
8,39.4231
9,39.4231
10,1.0399
11,39.4231
12,1.0399
13,39.4231
14,39.4231
15,39.4231
16,1.0399
17,39.4231
18,39.4231
19,39.4231
20,39.4231
21,39.4231
22,39.4231
23,39.4231
24,39.4231
25,39.4231
26,39.4231
27,39.4231
28,39.4231
29,39.4231
30,39.4231
31,39.4231
32,39.4231
33,39.4231
34,39.4231
35,39.4231
36,39.4231
37,39.4231
38,7.7260
39,5.7993
40,39.4231
41,7.6699
42,39.4231
43,39.4231
44,39.4231
45,8.5449
46,39.4231
47,1.0399
48,39.4231
49,39.4231
50,39.4231
51,39.4231
52,5.7993
53,39.4231
54,39.4231
55,39.4231
56,39.4231
57,1.0399
58,1.0399
59,39.4231
60,39.4231
61,39.4231
62,39.4231
63,39.4231
64,1.0399
65,1.0399
66,39.4231
67,39.4231
68,39.4231
69,39.4231
70,39.4231
71,1.0399
72,39.4231
73,39.4231
74,39.4231
75,39.4231
76,1.0399
77,39.4231
78,39.4231
79,39.4231
80,39.4231
81,5.7993
82,39.4231
83,39.4231
84,1.0399
85,39.4231
86,39.4231
87,39.4231
88,39.4231
89,39.4231
90,39.4231
91,39.4231
92,39.4231
93,39.4231
94,39.4231
95,39.4231
96,39.4231
97,39.4231
98,39.4231
99,39.4231
100,39.4231
101,39.4231
102,39.4231
103,39.4231
104,39.4231
105,39.4231
106,39.4231
107,39.4231
108,39.4231
109,1.0399
110,39.4231
111,39.4231
112,39.4231
113,39.4231
114,1.0399
115,39.4231
116,39.4231
117,39.4231
118,39.4231
119,39.4231
120,1.0399
121,39.4231
122,39.4231
123,39.4231
124,39.4231
125,39.4231
126,39.4231
127,39.4231
128,39.4231
129,39.4231
130,1.0399
131,39.4231
132,39.4231
133,39.4231
134,39.4231
135,39.4231
136,39.4231
137,39.4231
138,39.4231
139,39.4231
140,39.4231
141,39.4231
142,39.4231
143,39.4231
144,39.4231
145,39.4231
146,39.4231
147,39.4231
148,39.4231
149,39.4231
150,1.0399
151,39.4231
152,39.4231
153,39.4231
154,39.4231
155,1.0399
156,39.4231
157,1.0399
158,39.4231
159,39.4231
160,39.4231
161,39.4231
162,39.4231
163,39.4231
164,39.4231
165,39.4231
166,39.4231
167,39.4231
168,39.4231
169,39.4231
170,39.4231
171,39.4231
172,39.4231
173,1.0399
174,39.4231
175,39.4231
176,39.4231
177,39.4231
178,39.4231
179,39.4231
180,39.4231
181,39.4231
182,39.4231
183,39.4231
184,39.4231
185,1.0399
186,39.4231
187,39.4231
188,39.4231
189,37.5060
190,39.4231
191,39.4231
192,39.4231
193,39.4231
194,39.4231
195,39.4231
196,39.4231
197,39.4231
198,39.4231
199,39.4231
200,39.4231
201,39.4231
202,1.0399
203,39.4231
204,39.4231
205,39.4231
206,3.2424
207,39.4231
208,39.4231
209,39.4231
210,39.4231
211,39.4231
212,39.4231
213,39.4231
214,39.4231
215,39.4231
216,39.4231
217,39.4231
218,39.4231
219,39.4231
220,39.4231
221,39.4231
222,39.4231
223,39.4231
224,39.4231
225,39.4231
226,39.4231
227,1.0399
228,39.4231
229,39.4231
230,5.7804
231,39.4231
232,39.4231
233,39.4231
234,39.4231
235,7.6699
236,39.4231
237,39.4231
238,39.4231
239,39.4231
240,39.4231
241,39.4231
242,39.4231
243,39.4231
244,39.4231
245,39.4231
246,39.4231
247,39.4231
248,39.4231
249,39.4231
250,39.4231
251,8.5449
252,39.4231
253,39.4231
254,39.4231
255,39.4231
256,1.0399
257,39.4231
258,39.4231
259,39.4231
260,1.0399
261,39.4231
262,7.6699
263,39.4231
264,39.4231
265,39.4231
266,39.4231
267,39.4231
268,1.0399
269,39.4231
270,39.4231
271,39.4231
272,39.4231
