inputId,Score
0,1.2192
1,2.6856
2,1.2192
3,0.5653
4,3.3787
5,1.2192
6,0.5653
7,0.5653
8,1.2192
9,3.3787
10,0.5653
11,1.2192
12,0.5653
13,3.3787
14,2.6856
15,1.2192
16,1.2192
17,0.5653
18,0.5653
19,1.2192
20,3.3787
21,1.2192
22,2.6856
23,0.5653
24,1.2192
25,0.5653
26,0.5653
27,2.6856
28,34.5388
29,1.2192
30,0.5653
31,0.5653
32,0.5653
33,0.5653
34,1.2192
35,1.2192
36,1.2192
37,0.5653
38,1.2192
39,2.6856
40,2.6856
41,0.5653
42,1.2192
43,1.2192
44,1.2192
45,0.5653
46,3.3787
47,0.5653
48,0.5653
49,0.5653
50,1.2192
51,3.3787
52,0.5653
53,1.2192
54,0.5653
55,0.5653
56,1.2192
57,0.5653
58,0.5653
59,0.5653
60,2.6856
61,0.5653
62,3.3787
63,0.5653
64,0.5653
65,1.2192
66,0.5653
67,1.2192
68,3.3787
69,1.2192
70,2.6856
71,0.5653
72,0.5653
73,0.5653
74,3.3787
75,0.5653
76,1.2192
77,0.5653
78,0.5653
79,0.5653
80,0.5653
81,0.5653
82,1.2192
83,0.5653
84,0.5653
85,0.5653
86,0.5653
87,34.5388
88,2.6856
89,0.5653
90,0.5653
91,0.5653
92,3.3787
93,1.2192
94,1.2192
95,0.5653
96,1.2192
97,0.5653
98,34.5388
99,1.2192
100,1.2192
101,0.5653
102,0.5653
103,1.2192
104,0.5653
105,0.5653
106,0.5653
107,1.2192
108,1.2192
109,34.5388
110,0.5653
111,0.5653
112,0.5653
113,0.5653
114,0.5653
115,0.5653
116,0.5653
117,1.2192
118,1.2192
119,3.3787
120,0.5653
121,1.2192
122,0.5653
123,0.5653
124,1.2192
125,0.5653
126,1.2192
127,0.5653
128,1.2192
129,0.5653
130,1.2192
131,0.5653
132,0.5653
133,0.5653
134,0.5653
135,0.5653
136,0.5653
137,0.5653
138,0.5653
139,0.5653
140,2.6856
141,0.5653
142,0.5653
143,0.5653
144,2.6856
145,1.2192
146,0.5653
147,1.2192
148,1.2192
149,0.5653
