inputId,Score
0,177.6241
1,143.8737
2,244.6784
3,346.2715
4,76.3731
5,211.1512
6,314.6722
7,380.8103
8,282.5314
9,10.5328
10,383.7498
11,176.6125
12,346.2715
13,7.9017
14,7.9017
15,177.6241
16,245.6900
17,314.7676
18,279.2172
19,177.6241
20,42.4405
21,211.1512
22,179.1057
23,383.7498
24,314.6722
25,312.7444
26,277.1940
27,41.8343
28,13.9340
29,245.6900
30,314.7676
31,279.2172
32,280.2288
33,314.6722
34,211.1512
35,211.1512
36,277.1940
37,280.2288
38,280.1335
39,7.9017
40,109.3350
41,280.2288
42,109.3350
43,245.6900
44,245.6900
45,349.2110
46,41.8343
47,347.2831
48,380.8103
49,383.7498
50,143.0853
51,110.1234
52,346.2715
53,210.1396
54,280.2288
55,245.6900
56,246.6063
57,277.1940
58,380.8103
59,383.7498
60,110.1234
61,277.1940
62,41.8343
63,383.7498
64,277.1940
65,211.1512
66,245.6900
67,210.1396
68,10.0219
69,211.1512
70,110.1234
71,382.8335
72,382.8335
73,313.7560
74,110.1234
75,346.2715
76,245.6900
77,449.8879
78,280.2288
79,380.8103
80,280.2288
81,245.6900
82,314.6722
83,312.7444
84,349.3063
85,380.8103
86,277.1940
87,15.6079
88,75.5846
89,279.2172
90,346.2715
91,383.7498
92,7.9017
93,211.1512
94,211.1512
95,383.7498
96,245.6900
97,245.6900
98,14.9148
99,212.1628
100,245.6900
101,383.7498
102,380.8103
103,245.6900
104,314.7676
105,280.2288
106,280.2288
107,211.1512
108,177.6241
109,86.8744
110,277.1940
111,383.7498
112,346.2715
113,383.7498
114,312.7444
115,314.6722
116,380.8103
117,211.1512
118,211.1512
119,7.9017
120,280.2288
121,245.6900
122,280.2288
123,280.2288
124,176.6125
125,280.2288
126,277.1940
127,349.2110
128,280.1335
129,280.2288
130,211.1512
131,382.8335
132,380.8103
133,280.2288
134,383.7498
135,418.2886
136,279.2172
137,383.7498
138,349.2110
139,280.2288
140,7.9017
141,314.7676
142,346.2715
143,280.2288
144,75.5846
145,245.6900
146,383.7498
147,245.6900
148,210.1396
149,279.2172
