layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,0.0000000000,4562
-1,1,0,0.0000000000,0.0000000000,4562
-1,2,0,0.0000000000,2.1111561164,1486
-1,2,1,2.1111561164,4.2223122328,990
-1,2,2,4.2223122328,6.3334683492,2069
-1,2,3,6.3334683492,8.4446244656,17
-1,3,0,0.0000000000,0.0000000000,4562
-1,4,0,0.0000000000,0.0000000000,4562
-1,5,0,0.0000000000,0.0000000000,4562
-1,6,0,0.0000000000,0.2602830203,4160
-1,6,1,0.2602830203,0.5205660406,102
-1,6,2,0.5205660406,0.7808490609,107
-1,6,3,0.7808490609,1.0411320812,68
-1,6,4,1.0411320812,1.3014151015,61
-1,6,5,1.3014151015,1.5616981218,57
-1,6,6,1.5616981218,1.8219811421,6
-1,6,7,1.8219811421,2.0822641624,1
-1,7,0,0.0000000000,0.0000000000,4562
