layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,0.0000000000,16773
-1,1,0,0.0000000000,0.0000000000,16773
-1,2,0,0.0000000000,0.0000000000,16773
-1,3,0,0.0000000000,0.0000000000,16773
-1,4,0,0.0000000000,0.0000000000,16773
-1,5,0,0.0000000000,0.0000000000,16773
-1,6,0,0.0000000000,0.0000000000,16773
-1,7,0,0.0000000000,0.0000000000,16773
-1,8,0,0.0000000000,0.0000000000,16773
-1,9,0,0.0000000000,0.0000000000,16773
-1,10,0,0.0000000000,0.0000000000,16773
-1,11,0,0.0000000000,0.0000000000,16773
-1,12,0,0.0000000000,0.0000000000,16773
-1,13,0,0.0000000000,0.0000000000,16773
-1,14,0,0.0000000000,0.0000000000,16773
-1,15,0,0.0000000000,0.0000000000,16773
-1,16,0,0.0000000000,0.0000000000,16773
-1,17,0,0.0000000000,0.0000000000,16773
-1,18,0,0.0000000000,0.0000000000,16773
-1,19,0,0.0000000000,0.0000000000,16773
-1,20,0,0.0000000000,0.0000000000,16773
-1,21,0,0.0000000000,0.0000000000,16773
-1,22,0,0.0000000000,5.7110414440,13282
-1,22,1,5.7110414440,11.4220828880,1357
-1,22,2,11.4220828880,17.1331243320,1354
-1,22,3,17.1331243320,22.8441657760,737
-1,22,4,22.8441657760,28.5552072200,43
-1,23,0,0.0000000000,0.0000000000,16773
-1,24,0,0.0000000000,0.0000000000,16773
-1,25,0,0.0000000000,0.0000000000,16773
-1,26,0,0.0000000000,0.0000000000,16773
-1,27,0,0.0000000000,0.0000000000,16773
-1,28,0,0.0000000000,0.0000000000,16773
-1,29,0,0.0000000000,0.0000000000,16773
-1,30,0,0.0000000000,0.0000000000,16773
-1,31,0,0.0000000000,0.0000000000,16773
-1,32,0,0.0000000000,0.0000000000,16773
-1,33,0,0.0000000000,0.0000000000,16773
-1,34,0,0.0000000000,2.0001162472,15756
-1,34,1,2.0001162472,4.0002324944,291
-1,34,2,4.0002324944,6.0003487416,221
-1,34,3,6.0003487416,8.0004649888,163
-1,34,4,8.0004649888,10.0005812360,131
-1,34,5,10.0005812360,12.0006974832,82
-1,34,6,12.0006974832,14.0008137304,50
-1,34,7,14.0008137304,16.0009299776,28
-1,34,8,16.0009299776,18.0010462248,22
-1,34,9,18.0010462248,20.0011624720,11
-1,34,10,20.0011624720,22.0012787192,11
-1,34,11,22.0012787192,24.0013949664,4
-1,34,12,24.0013949664,26.0015112136,2
-1,34,14,28.0016274608,30.0017437080,1
-1,35,0,0.0000000000,0.0000000000,16773
-1,36,0,0.0000000000,0.0000000000,16773
-1,37,0,0.0000000000,0.0000000000,16773
-1,38,0,0.0000000000,0.0000000000,16773
-1,39,0,0.0000000000,0.0000000000,16773
-1,40,0,0.0000000000,0.0000000000,16773
-1,41,0,0.0000000000,0.0000000000,16773
-1,42,0,0.0000000000,0.0000000000,16773
-1,43,0,0.0000000000,0.0000000000,16773
-1,44,0,0.0000000000,0.0000000000,16773
-1,45,0,0.0000000000,0.0000000000,16773
-1,46,0,0.0000000000,0.0000000000,16773
-1,47,0,0.0000000000,0.0000000000,16773
-1,48,0,0.0000000000,0.0000000000,16773
-1,49,0,0.0000000000,0.0000000000,16773
-1,50,0,0.0000000000,0.0000000000,16773
-1,51,0,0.0000000000,0.0000000000,16773
-1,52,0,0.0000000000,4.5049594132,11746
-1,52,1,4.5049594132,9.0099188264,3094
-1,52,2,9.0099188264,13.5148782396,1104
-1,52,3,13.5148782396,18.0198376528,565
-1,52,4,18.0198376528,22.5247970660,180
-1,52,5,22.5247970660,27.0297564792,50
-1,52,6,27.0297564792,31.5347158924,29
-1,52,7,31.5347158924,36.0396753056,3
-1,52,8,36.0396753056,40.5446347188,2
-1,53,0,0.0000000000,0.0000000000,16773
-1,54,0,0.0000000000,0.0000000000,16773
-1,55,0,0.0000000000,0.0000000000,16773
-1,56,0,0.0000000000,0.0000000000,16773
-1,57,0,0.0000000000,0.0000000000,16773
-1,58,0,0.0000000000,0.0000000000,16773
-1,59,0,0.0000000000,0.0000000000,16773
-1,60,0,0.0000000000,0.0000000000,16773
-1,61,0,0.0000000000,0.0000000000,16773
-1,62,0,0.0000000000,4.1045135530,15520
-1,62,1,4.1045135530,8.2090271060,444
-1,62,2,8.2090271060,12.3135406590,259
-1,62,3,12.3135406590,16.4180542120,180
-1,62,4,16.4180542120,20.5225677650,141
-1,62,5,20.5225677650,24.6270813180,81
-1,62,6,24.6270813180,28.7315948710,72
-1,62,7,28.7315948710,32.8361084240,57
-1,62,8,32.8361084240,36.9406219770,12
-1,62,9,36.9406219770,41.0451355300,3
-1,62,10,41.0451355300,45.1496490830,3
-1,62,11,45.1496490830,49.2541626360,1
-1,63,0,0.0000000000,0.0000000000,16773
-1,64,0,0.0000000000,0.0000000000,16773
-1,65,0,0.0000000000,0.0000000000,16773
-1,66,0,0.0000000000,0.0000000000,16773
-1,67,0,0.0000000000,0.0000000000,16773
-1,68,0,0.0000000000,0.0000000000,16773
-1,69,0,0.0000000000,0.0000000000,16773
-1,70,0,0.0000000000,0.0000000000,16773
-1,71,0,0.0000000000,0.0000000000,16773
-1,72,0,0.0000000000,0.0000000000,16773
-1,73,0,0.0000000000,0.0000000000,16773
-1,74,0,0.0000000000,0.0000000000,16773
-1,75,0,0.0000000000,0.0000000000,16773
-1,76,0,0.0000000000,0.0000000000,16773
-1,77,0,0.0000000000,0.0000000000,16773
-1,78,0,0.0000000000,3.2462690168,15259
-1,78,1,3.2462690168,6.4925380336,442
-1,78,2,6.4925380336,9.7388070504,472
-1,78,3,9.7388070504,12.9850760672,174
-1,78,4,12.9850760672,16.2313450840,173
-1,78,5,16.2313450840,19.4776141008,180
-1,78,6,19.4776141008,22.7238831176,66
-1,78,7,22.7238831176,25.9701521344,7
-1,79,0,0.0000000000,0.0000000000,16773
-1,80,0,0.0000000000,0.0000000000,16773
-1,81,0,0.0000000000,0.0000000000,16773
-1,82,0,0.0000000000,8.1912217607,11462
-1,82,1,8.1912217607,16.3824435214,3183
-1,82,2,16.3824435214,24.5736652821,1417
-1,82,3,24.5736652821,32.7648870428,554
-1,82,4,32.7648870428,40.9561088035,153
-1,82,5,40.9561088035,49.1473305642,4
-1,83,0,0.0000000000,0.0000000000,16773
-1,84,0,0.0000000000,6.7817314094,8789
-1,84,1,6.7817314094,13.5634628188,2653
-1,84,2,13.5634628188,20.3451942282,5310
-1,84,3,20.3451942282,27.1269256376,21
-1,85,0,0.0000000000,0.0000000000,16773
-1,86,0,0.0000000000,1.7969567656,15975
-1,86,1,1.7969567656,3.5939135312,237
-1,86,2,3.5939135312,5.3908702968,109
-1,86,3,5.3908702968,7.1878270624,80
-1,86,4,7.1878270624,8.9847838280,93
-1,86,5,8.9847838280,10.7817405936,88
-1,86,6,10.7817405936,12.5786973592,88
-1,86,7,12.5786973592,14.3756541248,62
-1,86,8,14.3756541248,16.1726108904,25
-1,86,9,16.1726108904,17.9695676560,10
-1,86,10,17.9695676560,19.7665244216,6
-1,87,0,0.0000000000,0.0000000000,16773
-1,88,0,0.0000000000,0.0000000000,16773
-1,89,0,0.0000000000,0.0000000000,16773
-1,90,0,0.0000000000,0.0000000000,16773
-1,91,0,0.0000000000,0.0000000000,16773
-1,92,0,0.0000000000,0.0000000000,16773
-1,93,0,0.0000000000,0.0000000000,16773
-1,94,0,0.0000000000,0.0000000000,16773
-1,95,0,0.0000000000,0.0000000000,16773
-1,96,0,0.0000000000,0.0000000000,16773
-1,97,0,0.0000000000,0.0000000000,16773
-1,98,0,0.0000000000,0.0000000000,16773
-1,99,0,0.0000000000,0.0000000000,16773
