layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,1.0465561485,7507
-1,0,1,1.0465561485,2.0931122970,2337
-1,0,2,2.0931122970,3.1396684455,4762
-1,0,3,3.1396684455,4.1862245940,813
-1,0,4,4.1862245940,5.2327807425,179
-1,0,5,5.2327807425,6.2793368910,7
-1,1,0,0.0000000000,0.0000000000,15605
-1,2,0,0.0000000000,1.1999095985,2313
-1,2,1,1.1999095985,2.3998191970,5593
-1,2,2,2.3998191970,3.5997287955,5148
-1,2,3,3.5997287955,4.7996383940,1834
-1,2,4,4.7996383940,5.9995479925,598
-1,2,5,5.9995479925,7.1994575910,111
-1,2,6,7.1994575910,8.3993671895,8
-1,3,0,0.0000000000,0.0000000000,15605
-1,4,0,0.7567337155,2.6901463401,8407
-1,4,1,2.6901463401,4.6235589647,2684
-1,4,2,4.6235589647,6.5569715893,4034
-1,4,3,6.5569715893,8.4903842139,478
-1,4,4,8.4903842139,10.4237968385,2
