layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,2.0502097460,5626
-1,0,1,2.0502097460,4.1004194920,3649
-1,0,2,4.1004194920,6.1506292380,3147
-1,0,3,6.1506292380,8.2008389840,493
-1,0,4,8.2008389840,10.2510487300,13
-1,1,0,0.0000000000,0.4332625565,10336
-1,1,1,0.4332625565,0.8665251130,1759
-1,1,2,0.8665251130,1.2997876695,391
-1,1,3,1.2997876695,1.7330502260,199
-1,1,4,1.7330502260,2.1663127825,113
-1,1,5,2.1663127825,2.5995753390,52
-1,1,6,2.5995753390,3.0328378955,43
-1,1,7,3.0328378955,3.4661004520,22
-1,1,8,3.4661004520,3.8993630085,10
-1,1,9,3.8993630085,4.3326255650,2
-1,1,13,5.6324132345,6.0656757910,1
-1,2,0,0.0000000000,0.7912800925,9652
-1,2,1,0.7912800925,1.5825601850,2336
-1,2,2,1.5825601850,2.3738402775,393
-1,2,3,2.3738402775,3.1651203700,238
-1,2,4,3.1651203700,3.9564004625,196
-1,2,5,3.9564004625,4.7476805550,91
-1,2,6,4.7476805550,5.5389606475,22
-1,3,0,0.0000000000,1.1554251144,11046
-1,3,1,1.1554251144,2.3108502288,834
-1,3,2,2.3108502288,3.4662753432,463
-1,3,3,3.4662753432,4.6217004576,278
-1,3,4,4.6217004576,5.7771255720,231
-1,3,5,5.7771255720,6.9325506864,71
-1,3,6,6.9325506864,8.0879758008,5
-1,4,0,0.0000000000,0.5681714131,11955
-1,4,1,0.5681714131,1.1363428262,256
-1,4,2,1.1363428262,1.7045142393,218
-1,4,3,1.7045142393,2.2726856524,197
-1,4,4,2.2726856524,2.8408570655,133
-1,4,5,2.8408570655,3.4090284786,95
-1,4,6,3.4090284786,3.9771998917,43
-1,4,7,3.9771998917,4.5453713048,15
-1,4,8,4.5453713048,5.1135427179,9
-1,4,9,5.1135427179,5.6817141310,4
-1,4,10,5.6817141310,6.2498855441,3
-1,5,0,0.0000000000,0.6662573558,7703
-1,5,1,0.6662573558,1.3325147116,3882
-1,5,2,1.3325147116,1.9987720674,628
-1,5,3,1.9987720674,2.6650294232,356
-1,5,4,2.6650294232,3.3312867790,214
-1,5,5,3.3312867790,3.9975441348,101
-1,5,6,3.9975441348,4.6638014906,36
-1,5,7,4.6638014906,5.3300588464,6
-1,5,8,5.3300588464,5.9963162022,1
-1,5,9,5.9963162022,6.6625735580,1
-1,6,0,1.1665489674,3.2397226310,4289
-1,6,1,3.2397226310,5.3128962946,4799
-1,6,2,5.3128962946,7.3860699582,2762
-1,6,3,7.3860699582,9.4592436218,670
-1,6,4,9.4592436218,11.5324172854,371
-1,6,5,11.5324172854,13.6055909490,37
-1,7,0,0.0000000000,0.8662398829,2972
-1,7,1,0.8662398829,1.7324797658,6780
-1,7,2,1.7324797658,2.5987196487,2289
-1,7,3,2.5987196487,3.4649595316,391
-1,7,4,3.4649595316,4.3311994145,213
-1,7,5,4.3311994145,5.1974392974,187
-1,7,6,5.1974392974,6.0636791803,77
-1,7,7,6.0636791803,6.9299190632,17
-1,7,8,6.9299190632,7.7961589461,2
-1,8,0,0.0000000000,0.0000000000,12928
-1,9,0,0.0000000000,0.3833923051,11625
-1,9,1,0.3833923051,0.7667846102,444
-1,9,2,0.7667846102,1.1501769153,392
-1,9,3,1.1501769153,1.5335692204,209
-1,9,4,1.5335692204,1.9169615255,117
-1,9,5,1.9169615255,2.3003538306,74
-1,9,6,2.3003538306,2.6837461357,38
-1,9,7,2.6837461357,3.0671384408,12
-1,9,8,3.0671384408,3.4505307459,13
-1,9,9,3.4505307459,3.8339230510,2
-1,9,11,4.2173153561,4.6007076612,2
