layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,0.0000000000,16634
-1,1,0,0.0000000000,0.0000000000,16634
-1,2,0,0.0000000000,0.0000000000,16634
-1,3,0,0.0000000000,0.0000000000,16634
-1,4,0,0.0000000000,0.0000000000,16634
-1,5,0,0.0000000000,0.0000000000,16634
-1,6,0,0.0000000000,0.0031241823,16633
-1,6,128,0.3998953344,0.4030195167,1
-1,7,0,0.0000000000,0.0000000000,16634
-1,8,0,0.0000000000,1.1053391891,15198
-1,8,1,1.1053391891,2.2106783782,336
-1,8,2,2.2106783782,3.3160175673,297
-1,8,3,3.3160175673,4.4213567564,498
-1,8,4,4.4213567564,5.5266959455,184
-1,8,5,5.5266959455,6.6320351346,56
-1,8,6,6.6320351346,7.7373743237,28
-1,8,7,7.7373743237,8.8427135128,15
-1,8,8,8.8427135128,9.9480527019,17
-1,8,9,9.9480527019,11.0533918910,4
-1,8,11,12.1587310801,13.2640702692,1
-1,9,0,0.0000000000,0.0000000000,16634
-1,10,0,0.0000000000,0.0000000000,16634
-1,11,0,0.0000000000,0.0000000000,16634
-1,12,0,0.0000000000,0.0000000000,16634
-1,13,0,0.0000000000,0.0000000000,16634
-1,14,0,0.0000000000,0.0000000000,16634
-1,15,0,0.0000000000,0.0000000000,16634
-1,16,0,0.0000000000,0.0000000000,16634
-1,17,0,0.0000000000,0.0000000000,16634
-1,18,0,0.0000000000,7.0219064232,11004
-1,18,1,7.0219064232,14.0438128464,3216
-1,18,2,14.0438128464,21.0657192696,2007
-1,18,3,21.0657192696,28.0876256928,324
-1,18,4,28.0876256928,35.1095321160,73
-1,18,5,35.1095321160,42.1314385392,9
-1,18,6,42.1314385392,49.1533449624,1
-1,19,0,0.0000000000,0.0000000000,16634
-1,20,0,0.0000000000,0.2443112737,16619
-1,20,4,0.9772450948,1.2215563685,1
-1,20,10,2.4431127370,2.6874240107,1
-1,20,11,2.6874240107,2.9317352844,1
-1,20,17,4.1532916529,4.3976029266,2
-1,20,23,5.6191592951,5.8634705688,1
-1,20,24,5.8634705688,6.1077818425,1
-1,20,26,6.3520931162,6.5964043899,1
-1,20,27,6.5964043899,6.8407156636,2
-1,20,35,8.5508945795,8.7952058532,1
-1,20,44,10.7496960428,10.9940073165,1
-1,20,49,11.9712524113,12.2155636850,1
-1,20,53,12.9484975061,13.1928087798,1
-1,20,61,14.9029876957,15.1472989694,1
-1,21,0,0.0000000000,0.0000000000,16634
-1,22,0,0.0000000000,0.0000000000,16634
-1,23,0,0.0000000000,0.0000000000,16634
-1,24,0,0.0000000000,0.0000000000,16634
-1,25,0,0.0000000000,0.0000000000,16634
-1,26,0,0.0000000000,0.0000000000,16634
-1,27,0,0.0000000000,0.0268745881,16629
-1,27,3,0.0806237643,0.1074983524,1
-1,27,16,0.4299934096,0.4568679977,1
-1,27,24,0.6449901144,0.6718647025,1
-1,27,66,1.7737228146,1.8005974027,1
-1,27,106,2.8487063386,2.8755809267,1
-1,28,0,0.0000000000,0.0000000000,16634
-1,29,0,0.0000000000,5.9781979359,14900
-1,29,1,5.9781979359,11.9563958718,583
-1,29,2,11.9563958718,17.9345938077,403
-1,29,3,17.9345938077,23.9127917436,365
-1,29,4,23.9127917436,29.8909896795,231
-1,29,5,29.8909896795,35.8691876154,109
-1,29,6,35.8691876154,41.8473855513,31
-1,29,7,41.8473855513,47.8255834872,10
-1,29,8,47.8255834872,53.8037814231,2
-1,30,0,0.0000000000,0.0000000000,16634
-1,31,0,0.0000000000,0.0000000000,16634
-1,32,0,0.0000000000,0.0000000000,16634
-1,33,0,0.0000000000,0.0000000000,16634
-1,34,0,0.0000000000,4.2715160809,15414
-1,34,1,4.2715160809,8.5430321618,320
-1,34,2,8.5430321618,12.8145482427,289
-1,34,3,12.8145482427,17.0860643236,245
-1,34,4,17.0860643236,21.3575804045,176
-1,34,5,21.3575804045,25.6290964854,100
-1,34,6,25.6290964854,29.9006125663,42
-1,34,7,29.9006125663,34.1721286472,26
-1,34,8,34.1721286472,38.4436447281,5
-1,34,9,38.4436447281,42.7151608090,5
-1,34,10,42.7151608090,46.9866768899,5
-1,34,11,46.9866768899,51.2581929708,6
-1,34,14,59.8012251326,64.0727412135,1
-1,35,0,0.0000000000,0.5122855863,16527
-1,35,1,0.5122855863,1.0245711726,13
-1,35,2,1.0245711726,1.5368567589,8
-1,35,3,1.5368567589,2.0491423452,8
-1,35,4,2.0491423452,2.5614279315,8
-1,35,5,2.5614279315,3.0737135178,6
-1,35,6,3.0737135178,3.5859991041,6
-1,35,7,3.5859991041,4.0982846904,5
-1,35,8,4.0982846904,4.6105702767,9
-1,35,9,4.6105702767,5.1228558630,2
