layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,0.0000000000,4965
-1,1,0,0.0000000000,0.0000000000,4965
-1,2,0,0.0000000000,0.0000000000,4965
-1,3,0,0.0000000000,0.0000000000,4965
-1,4,0,0.0000000000,0.0000000000,4965
-1,5,0,0.0000000000,0.0000000000,4965
-1,6,0,0.0000000000,0.0000000000,4965
-1,7,0,0.0000000000,0.0000000000,4965
-1,8,0,0.0000000000,0.0000000000,4965
-1,9,0,0.0000000000,0.0000000000,4965
-1,10,0,0.0000000000,0.0000000000,4965
-1,11,0,0.0000000000,0.0000000000,4965
-1,12,0,0.0000000000,0.0000000000,4965
-1,13,0,0.0000000000,0.0000000000,4965
-1,14,0,0.0000000000,0.0000000000,4965
-1,15,0,0.0000000000,0.0000000000,4965
-1,16,0,0.0000000000,0.0000000000,4965
-1,17,0,0.0000000000,0.0512211716,4962
-1,17,34,1.7415198344,1.7927410060,1
-1,17,43,2.2025103788,2.2537315504,2
-1,18,0,0.0000000000,0.0000000000,4965
-1,19,0,0.0000000000,0.0000000000,4965
-1,20,0,0.0000000000,0.0000000000,4965
-1,21,0,0.0000000000,0.0000000000,4965
-1,22,0,0.0000000000,0.0000000000,4965
-1,23,0,0.0000000000,0.0000000000,4965
-1,24,0,0.0000000000,0.0000000000,4965
-1,25,0,0.0000000000,0.0000000000,4965
-1,26,0,0.0000000000,0.0000000000,4965
-1,27,0,0.0000000000,0.0000000000,4965
-1,28,0,0.0000000000,0.0652883317,4962
-1,28,16,1.0446133072,1.1099016389,1
-1,28,17,1.1099016389,1.1751899706,1
-1,28,66,4.3090298922,4.3743182239,1
-1,29,0,0.0000000000,0.0000000000,4965
-1,30,0,0.0000000000,0.0000000000,4965
-1,31,0,0.0000000000,0.0000000000,4965
-1,32,0,0.0000000000,0.0000000000,4965
-1,33,0,0.0000000000,0.0000000000,4965
-1,34,0,0.0000000000,0.0000000000,4965
-1,35,0,0.0000000000,0.0000000000,4965
-1,36,0,0.0000000000,0.0000000000,4965
-1,37,0,0.0000000000,0.8488005207,4916
-1,37,1,0.8488005207,1.6976010414,3
-1,37,2,1.6976010414,2.5464015621,6
-1,37,3,2.5464015621,3.3952020828,3
-1,37,4,3.3952020828,4.2440026035,9
-1,37,5,4.2440026035,5.0928031242,1
-1,37,6,5.0928031242,5.9416036449,4
-1,37,7,5.9416036449,6.7904041656,2
-1,37,8,6.7904041656,7.6392046863,2
-1,37,10,8.4880052070,9.3368057277,1
-1,37,11,9.3368057277,10.1856062484,3
-1,37,12,10.1856062484,11.0344067691,2
-1,37,13,11.0344067691,11.8832072898,2
-1,37,14,11.8832072898,12.7320078105,1
-1,37,15,12.7320078105,13.5808083312,2
-1,37,16,13.5808083312,14.4296088519,3
-1,37,17,14.4296088519,15.2784093726,3
-1,37,18,15.2784093726,16.1272098933,2
-1,38,0,0.0000000000,0.0000000000,4965
-1,39,0,0.0000000000,0.0000000000,4965
-1,40,0,0.0000000000,1.4931584555,4902
-1,40,1,1.4931584555,2.9863169110,11
-1,40,2,2.9863169110,4.4794753665,9
-1,40,3,4.4794753665,5.9726338220,8
-1,40,4,5.9726338220,7.4657922775,11
-1,40,5,7.4657922775,8.9589507330,10
-1,40,6,8.9589507330,10.4521091885,1
-1,40,7,10.4521091885,11.9452676440,4
-1,40,8,11.9452676440,13.4384260995,1
-1,40,9,13.4384260995,14.9315845550,1
-1,40,10,14.9315845550,16.4247430105,3
-1,40,11,16.4247430105,17.9179014660,1
-1,40,28,41.8084367540,43.3015952095,1
-1,40,30,44.7947536650,46.2879121205,1
-1,40,40,59.7263382200,61.2194966755,1
-1,41,0,0.0000000000,0.0000000000,4965
-1,42,0,0.0000000000,0.0000000000,4965
-1,43,0,0.0000000000,0.0000000000,4965
-1,44,0,0.0000000000,0.0000000000,4965
-1,45,0,0.0000000000,0.0000000000,4965
-1,46,0,0.0000000000,0.0000000000,4965
-1,47,0,0.0000000000,0.0000000000,4965
-1,48,0,0.0000000000,0.0000000000,4965
-1,49,0,0.0000000000,0.0000000000,4965
-1,50,0,0.0000000000,0.0000000000,4965
-1,51,0,0.0000000000,0.0000000000,4965
-1,52,0,0.0000000000,0.0000000000,4965
-1,53,0,0.0000000000,0.0000000000,4965
-1,54,0,0.0000000000,0.0000000000,4965
-1,55,0,0.0000000000,0.0000000000,4965
-1,56,0,0.0000000000,0.0000000000,4965
-1,57,0,0.0000000000,0.0000000000,4965
-1,58,0,0.0000000000,0.0000000000,4965
-1,59,0,0.0000000000,0.0000000000,4965
-1,60,0,0.0000000000,0.0000000000,4965
-1,61,0,9.7267026901,43.2061992693,4398
-1,61,1,43.2061992693,76.6856958485,395
-1,61,2,76.6856958485,110.1651924277,1
-1,61,3,110.1651924277,143.6446890069,8
-1,61,4,143.6446890069,177.1241855861,38
-1,61,5,177.1241855861,210.6036821653,88
-1,61,6,210.6036821653,244.0831787445,33
-1,61,7,244.0831787445,277.5626753237,3
-1,61,8,277.5626753237,311.0421719029,1
-1,62,0,0.0000000000,0.0000000000,4965
-1,63,0,0.0000000000,0.0000000000,4965
