layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,0.1924927683,15877
-1,0,1,0.1924927683,0.3849855366,111
-1,0,2,0.3849855366,0.5774783049,100
-1,0,3,0.5774783049,0.7699710732,69
-1,0,4,0.7699710732,0.9624638415,43
-1,0,5,0.9624638415,1.1549566098,52
-1,0,6,1.1549566098,1.3474493781,22
-1,0,7,1.3474493781,1.5399421464,31
-1,0,8,1.5399421464,1.7324349147,11
-1,0,9,1.7324349147,1.9249276830,11
-1,0,10,1.9249276830,2.1174204513,12
-1,0,11,2.1174204513,2.3099132196,6
-1,0,12,2.3099132196,2.5024059879,6
-1,0,13,2.5024059879,2.6948987562,1
-1,0,14,2.6948987562,2.8873915245,4
-1,0,15,2.8873915245,3.0798842928,6
-1,0,16,3.0798842928,3.2723770611,2
-1,0,17,3.2723770611,3.4648698294,1
-1,0,18,3.4648698294,3.6573625977,5
-1,1,0,0.0000000000,2.6465001108,13677
-1,1,1,2.6465001108,5.2930002216,1146
-1,1,2,5.2930002216,7.9395003324,891
-1,1,3,7.9395003324,10.5860004432,454
-1,1,4,10.5860004432,13.2325005540,122
-1,1,5,13.2325005540,15.8790006648,32
-1,1,6,15.8790006648,18.5255007756,31
-1,1,7,18.5255007756,21.1720008864,11
-1,1,8,21.1720008864,23.8185009972,4
-1,1,9,23.8185009972,26.4650011080,2
-1,2,0,5.2685151100,7.6347108363,2952
-1,2,1,7.6347108363,10.0009065626,4757
-1,2,2,10.0009065626,12.3671022889,5607
-1,2,3,12.3671022889,14.7332980152,2696
-1,2,4,14.7332980152,17.0994937415,320
-1,2,5,17.0994937415,19.4656894678,34
-1,2,6,19.4656894678,21.8318851941,4
-1,3,0,0.0000000000,0.3356404917,16311
-1,3,1,0.3356404917,0.6712809834,5
-1,3,2,0.6712809834,1.0069214751,1
-1,3,3,1.0069214751,1.3425619668,4
-1,3,4,1.3425619668,1.6782024585,6
-1,3,5,1.6782024585,2.0138429502,2
-1,3,6,2.0138429502,2.3494834419,2
-1,3,7,2.3494834419,2.6851239336,3
-1,3,9,3.0207644253,3.3564049170,1
-1,3,10,3.3564049170,3.6920454087,1
-1,3,11,3.6920454087,4.0276859004,2
-1,3,12,4.0276859004,4.3633263921,2
-1,3,13,4.3633263921,4.6989668838,1
-1,3,14,4.6989668838,5.0346073755,2
-1,3,15,5.0346073755,5.3702478672,1
-1,3,16,5.3702478672,5.7058883589,4
-1,3,17,5.7058883589,6.0415288506,2
-1,3,18,6.0415288506,6.3771693423,2
-1,3,19,6.3771693423,6.7128098340,2
-1,3,20,6.7128098340,7.0484503257,4
-1,3,21,7.0484503257,7.3840908174,2
-1,3,23,7.7197313091,8.0553718008,1
-1,3,25,8.3910122925,8.7266527842,1
-1,3,27,9.0622932759,9.3979337676,4
-1,3,29,9.7335742593,10.0692147510,2
-1,3,31,10.4048552427,10.7404957344,1
-1,3,40,13.4256196680,13.7612601597,1
-1,4,0,0.0000000000,0.0000000000,16370
-1,5,0,0.0000000000,0.0000000000,16370
-1,6,0,0.0000000000,2.9207382546,6087
-1,6,1,2.9207382546,5.8414765092,4778
-1,6,2,5.8414765092,8.7622147638,4827
-1,6,3,8.7622147638,11.6829530184,669
-1,6,4,11.6829530184,14.6036912730,9
-1,7,0,0.0000000000,0.0000000000,16370
