inputId,Score
0,5.1606
1,3.6262
2,36.3795
3,4.2776
4,2.4593
5,37.5465
6,37.5465
7,2.3764
8,3.2593
9,2.3764
10,3.6487
11,2.4593
12,4.2776
13,2.4593
14,103.6163
15,2.4593
16,4.2776
17,4.6851
18,3.6262
19,2.3764
20,3.2593
21,2.3764
22,38.5786
23,2.3764
24,36.3795
25,3.2593
26,39.6993
27,5.0883
28,3.5658
29,37.5465
30,39.6993
31,2.4593
32,4.2776
33,37.5465
34,2.4593
35,3.6262
36,5.0883
37,38.5786
38,37.5465
39,38.5786
40,3.5658
41,6.4485
42,7.9767
43,3.5658
44,2.4593
45,3.5658
46,7.5493
47,3.2593
48,2.4593
49,38.5786
50,11.2155
51,37.5465
52,6.4485
53,7.9767
54,37.5465
55,2.3764
56,4.2776
57,36.3795
58,4.2776
59,5.0883
60,7.9767
61,3.2593
62,3.5658
63,4.0562
64,7.5692
65,5.0883
66,2.3764
67,3.5658
68,2.3764
69,7.5692
70,2.3764
71,43.3016
72,2.3764
73,4.6851
74,4.6851
75,3.2593
76,5.0883
77,4.2776
78,2.3764
79,3.2593
80,3.5658
81,3.6487
82,9.0825
83,4.0562
84,3.2593
85,2.4593
86,5.0883
87,4.6808
88,3.6487
89,3.6262
90,3.6487
91,2.4593
92,5.0883
93,2.4593
94,36.3795
95,4.4011
96,37.5465
97,3.6487
98,6.2090
99,7.5493
100,37.5465
101,37.5465
102,5.4164
103,2.4593
104,3.6487
105,2.4593
106,3.2593
107,3.2593
108,3.2593
109,38.5786
110,3.5658
111,4.2776
112,3.2593
113,12.8995
114,3.2593
115,5.1606
116,38.5786
117,37.5465
118,7.9767
119,3.6262
120,38.5786
121,3.2593
122,37.5465
123,2.4593
124,3.6262
125,37.5465
126,3.5658
127,3.5658
128,36.3795
129,4.6808
130,5.0883
131,37.5465
132,4.4011
133,3.5658
134,4.0562
135,7.5692
136,5.0883
137,3.2593
138,2.3764
139,5.6987
140,3.2593
141,37.5465
142,11.2155
143,40.6715
144,3.5658
145,4.6808
146,4.2776
147,3.2593
148,3.6487
149,2.3764
150,37.5465
151,10.0948
152,36.3795
153,3.2593
154,2.3764
155,5.0883
156,38.5786
157,2.4593
158,2.3764
159,3.2593
160,37.5465
161,38.5786
162,3.2593
163,3.2593
164,2.3764
165,3.5433
166,7.5493
167,37.5465
168,3.5658
169,3.6262
170,3.5658
171,3.6262
172,6.2090
173,3.6262
174,3.6262
175,3.2593
176,3.2593
177,13.8041
178,3.2593
179,38.5786
180,3.2593
181,4.6851
182,2.3764
183,37.5465
184,3.5658
185,3.2593
186,38.5786
187,6.2090
188,3.2593
189,7.5692
190,2.3764
191,3.2593
192,3.2593
193,7.9767
194,4.2776
195,3.6487
196,38.5786
197,38.5786
198,5.1606
199,103.6163
200,5.0883
201,3.2593
202,3.5658
203,38.5786
204,2.3764
205,4.6851
206,4.2776
207,4.0562
208,6.4485
209,3.6262
210,3.6262
211,2.3764
212,4.6808
213,8.5190
214,3.2593
215,3.2593
216,4.4011
217,37.5465
218,43.3016
219,3.5658
220,12.8995
221,2.3764
222,5.6987
223,2.4593
224,3.6487
225,37.5465
226,5.0883
227,5.1606
228,2.4593
229,37.5465
230,4.2776
231,36.3795
232,4.2776
233,5.0883
234,4.6808
235,7.5692
236,4.0562
237,37.5465
238,103.6163
239,5.6987
240,5.0883
241,2.3764
242,3.2593
243,2.3764
244,36.3795
245,5.6987
246,11.2155
247,3.6487
248,3.6487
249,43.3016
250,3.6487
251,2.4593
252,2.3764
253,2.4593
254,3.2593
255,2.3764
256,38.5786
257,7.9767
258,37.5465
259,36.3795
260,3.2593
261,2.3764
262,38.5786
263,5.0883
264,2.3764
265,37.5465
266,2.3764
267,2.3764
268,3.6262
269,3.2593
270,38.5786
271,11.2155
272,2.4593
273,2.3764
274,2.3764
275,38.5786
276,4.2776
277,7.5692
278,5.0883
279,37.5465
280,6.4485
281,2.3764
282,37.5465
283,3.5433
284,2.4593
285,2.3764
286,3.5658
287,3.5658
288,2.4593
289,3.6262
290,37.5465
291,37.5465
292,38.9875
293,16.6382
294,3.2593
295,4.4011
296,2.3764
297,4.4011
298,37.5465
299,6.4485
300,38.5786
301,3.5658
302,2.4593
303,3.2593
304,6.4485
305,3.2593
306,8.5814
307,3.2593
308,2.3764
309,38.5786
310,3.6262
311,2.3764
312,5.6987
313,3.6487
314,3.2593
315,6.5817
316,3.6487
317,3.6487
318,2.3764
319,6.5817
320,2.3764
321,37.5465
322,3.2593
323,4.0562
324,37.5465
325,2.3764
326,2.4593
327,38.5786
328,5.0883
329,37.5465
330,5.0883
331,38.5786
332,39.6993
333,2.3764
334,2.4593
335,6.4485
336,2.3764
337,4.0562
338,3.5658
339,36.3795
340,37.5465
341,37.5465
342,10.7666
343,5.0883
344,6.8560
345,2.3764
346,3.2593
347,2.4593
348,2.4593
349,2.3764
350,43.3016
351,7.9767
352,4.6851
353,2.4593
354,5.0883
355,3.6487
356,2.4593
357,6.5817
358,2.3764
359,2.3764
360,5.0883
361,38.5786
362,3.6262
363,5.0883
364,2.4593
365,37.5465
366,38.5786
367,7.5692
368,2.3764
369,3.2593
370,5.1606
371,2.3764
372,39.6993
373,2.3764
374,2.3764
375,2.3764
376,5.0883
377,2.4593
378,8.5814
379,11.2155
380,12.8995
381,5.0883
382,3.2593
383,3.5658
