inputId,Score
0,69.0776
1,14.0178
2,4.5912
3,103.6163
4,5.6845
5,0.8829
6,5.1053
7,40.1311
8,69.0776
9,40.1311
10,69.0776
11,5.6845
12,103.6163
13,12.2261
14,1.2139
15,9.3928
16,103.6163
17,103.6163
18,40.1311
19,34.6310
20,69.0776
21,5.6845
22,1.6201
23,69.0776
24,0.8829
25,69.0776
26,1.2139
27,69.0776
28,103.6163
29,0.8829
30,1.2139
31,5.6845
32,103.6163
33,4.5434
34,5.6845
35,7.4245
36,69.0776
37,1.6201
38,5.6845
39,1.6201
40,103.6163
41,69.0776
42,69.0776
43,103.6163
44,40.1311
45,103.6163
46,103.6163
47,69.0776
48,9.3928
49,1.6201
50,69.0776
51,4.5434
52,103.6163
53,69.0776
54,0.8829
55,69.0776
56,103.6163
57,0.8829
58,103.6163
59,69.0776
60,42.9643
61,69.0776
62,103.6163
63,69.0776
64,69.0776
65,69.0776
66,69.0776
67,103.6163
68,34.6310
69,69.0776
70,5.6845
71,1.2139
72,40.1311
73,103.6163
74,69.0776
75,34.6310
76,69.0776
77,103.6163
78,38.2915
79,34.6310
80,103.6163
81,69.0776
82,34.6310
83,69.0776
84,69.0776
85,5.6845
86,69.0776
87,103.6163
88,69.0776
89,35.3295
90,103.6163
91,5.6845
92,69.0776
93,40.1311
94,5.6845
95,69.0776
96,0.8829
97,103.6163
98,69.0776
99,69.0776
100,0.8829
101,4.9967
102,103.6163
103,9.7983
104,69.0776
105,12.2261
106,34.6310
107,41.1725
108,34.6310
109,0.8829
110,103.6163
111,103.6163
112,69.0776
113,69.0776
114,69.0776
115,103.6163
116,1.6201
117,9.9069
118,69.0776
119,9.9069
120,0.8829
121,34.6310
122,7.4245
123,14.0178
124,7.4245
125,5.1732
126,103.6163
127,103.6163
128,5.6845
129,69.0776
130,69.0776
131,0.8829
132,69.0776
133,103.6163
134,69.0776
135,69.0776
136,69.0776
137,103.6163
138,40.1311
139,103.6163
140,69.0776
141,0.8829
142,34.6310
143,1.2139
144,103.6163
145,69.0776
146,103.6163
147,69.0776
148,103.6163
149,34.6310
150,5.1053
151,42.9643
152,5.6845
153,69.0776
154,69.0776
155,138.1551
156,1.6201
157,34.6310
158,38.8534
159,69.0776
160,7.4245
161,1.6201
162,38.8534
163,69.0776
164,40.1311
165,69.0776
166,69.0776
167,0.8829
168,103.6163
169,40.1311
170,103.6163
171,40.1311
172,69.0776
173,40.1311
174,5.6845
175,42.9643
176,69.0776
177,0.8829
178,69.0776
179,1.2139
180,69.0776
181,103.6163
182,34.6310
183,5.1732
184,103.6163
185,69.0776
186,0.8829
187,38.3393
188,69.0776
189,69.0776
190,40.1311
191,34.6310
192,69.0776
193,69.0776
194,103.6163
195,103.6163
196,1.2139
197,1.6201
198,103.6163
199,1.2139
200,69.0776
201,69.0776
202,103.6163
203,0.8829
204,69.0776
205,103.6163
206,103.6163
207,69.0776
208,138.1551
209,9.2162
210,5.6845
211,69.0776
212,103.6163
