layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,12.7001623841,324
-1,0,1,12.7001623841,25.4003247682,101
-1,0,2,25.4003247682,38.1004871523,38
-1,0,3,38.1004871523,50.8006495364,21
-1,0,4,50.8006495364,63.5008119205,3
-1,0,5,63.5008119205,76.2009743046,1
-1,1,0,0.0000000000,0.0000000000,488
-1,2,0,0.0000000000,0.0000000000,488
-1,3,0,0.0000000000,0.0000000000,488
-1,4,0,0.0000000000,0.0000000000,488
-1,5,0,0.0000000000,0.0000000000,488
-1,6,0,0.0000000000,0.0000000000,488
-1,7,0,0.0000000000,0.0000000000,488
-1,8,0,0.0000000000,0.0000000000,488
-1,9,0,0.0000000000,0.0000000000,488
-1,10,0,0.0000000000,0.0000000000,488
-1,11,0,0.0000000000,0.0000000000,488
-1,12,0,0.0000000000,0.0000000000,488
-1,13,0,0.0000000000,0.0000000000,488
-1,14,0,0.0000000000,0.0000000000,488
-1,15,0,0.0000000000,0.0000000000,488
-1,16,0,0.0000000000,0.0000000000,488
-1,17,0,0.0000000000,0.0000000000,488
-1,18,0,0.0000000000,0.0000000000,488
-1,19,0,0.0000000000,0.0000000000,488
-1,20,0,0.0000000000,2.0080699645,338
-1,20,1,2.0080699645,4.0161399290,84
-1,20,2,4.0161399290,6.0242098935,40
-1,20,3,6.0242098935,8.0322798580,25
-1,20,4,8.0322798580,10.0403498225,1
-1,21,0,0.0000000000,0.0000000000,488
-1,22,0,0.0000000000,0.0000000000,488
-1,23,0,0.0000000000,0.0000000000,488
-1,24,0,0.0000000000,0.0000000000,488
-1,25,0,0.0000000000,0.0000000000,488
-1,26,0,0.0000000000,0.0000000000,488
-1,27,0,0.0000000000,0.0000000000,488
-1,28,0,0.0000000000,0.0361543624,486
-1,28,5,0.1807718120,0.2169261744,1
-1,28,21,0.7592416104,0.7953959728,1
-1,29,0,0.0000000000,0.0000000000,488
-1,30,0,0.0000000000,0.0000000000,488
-1,31,0,0.0000000000,1.7238958122,346
-1,31,1,1.7238958122,3.4477916244,66
-1,31,2,3.4477916244,5.1716874366,57
-1,31,3,5.1716874366,6.8955832488,16
-1,31,4,6.8955832488,8.6194790610,3
-1,32,0,0.0000000000,0.0000000000,488
-1,33,0,0.0000000000,18.5716856827,326
-1,33,1,18.5716856827,37.1433713654,96
-1,33,2,37.1433713654,55.7150570481,40
-1,33,3,55.7150570481,74.2867427308,20
-1,33,4,74.2867427308,92.8584284135,5
-1,33,5,92.8584284135,111.4301140962,1
-1,34,0,0.0000000000,0.0000000000,488
-1,35,0,0.0000000000,0.0000000000,488
-1,36,0,0.0000000000,0.0000000000,488
-1,37,0,0.0000000000,5.8764975279,406
-1,37,1,5.8764975279,11.7529950558,37
-1,37,2,11.7529950558,17.6294925837,21
-1,37,3,17.6294925837,23.5059901116,16
-1,37,4,23.5059901116,29.3824876395,6
-1,37,5,29.3824876395,35.2589851674,1
-1,37,6,35.2589851674,41.1354826953,1
-1,38,0,0.0000000000,0.0000000000,488
-1,39,0,0.0000000000,0.0000000000,488
-1,40,0,0.0000000000,0.0000000000,488
-1,41,0,0.0000000000,0.0000000000,488
-1,42,0,0.0000000000,3.6911715932,430
-1,42,1,3.6911715932,7.3823431864,19
-1,42,2,7.3823431864,11.0735147796,15
-1,42,3,11.0735147796,14.7646863728,16
-1,42,4,14.7646863728,18.4558579660,4
-1,42,5,18.4558579660,22.1470295592,2
-1,42,6,22.1470295592,25.8382011524,2
-1,43,0,0.0000000000,0.0000000000,488
-1,44,0,0.0000000000,0.0000000000,488
-1,45,0,0.0000000000,0.0000000000,488
-1,46,0,0.0000000000,0.0000000000,488
-1,47,0,0.0000000000,1.1291220916,410
-1,47,1,1.1291220916,2.2582441832,24
-1,47,2,2.2582441832,3.3873662748,35
-1,47,3,3.3873662748,4.5164883664,11
-1,47,4,4.5164883664,5.6456104580,7
-1,47,6,6.7747325496,7.9038546412,1
-1,48,0,0.0000000000,0.0000000000,488
-1,49,0,0.0000000000,0.0355385032,487
-1,49,22,0.7818470704,0.8173855736,1
-1,50,0,0.0000000000,0.0000000000,488
-1,51,0,0.0000000000,0.8340182731,439
-1,51,1,0.8340182731,1.6680365462,20
-1,51,2,1.6680365462,2.5020548193,11
-1,51,3,2.5020548193,3.3360730924,6
-1,51,4,3.3360730924,4.1700913655,6
-1,51,5,4.1700913655,5.0041096386,3
-1,51,6,5.0041096386,5.8381279117,3
-1,52,0,0.0000000000,0.0000000000,488
-1,53,0,0.0000000000,0.0000000000,488
-1,54,0,0.0000000000,0.0000000000,488
-1,55,0,0.0000000000,0.0000000000,488
-1,56,0,0.0000000000,0.0000000000,488
-1,57,0,0.0000000000,0.0000000000,488
-1,58,0,0.0000000000,0.0273620862,487
-1,58,22,0.6019658964,0.6293279826,1
-1,59,0,0.0000000000,0.0000000000,488
-1,60,0,0.0000000000,0.0000000000,488
-1,61,0,0.0000000000,0.0000000000,488
-1,62,0,0.0000000000,0.0000000000,488
-1,63,0,0.0000000000,0.0000000000,488
-1,64,0,0.0000000000,0.0000000000,488
-1,65,0,0.0000000000,0.0000000000,488
-1,66,0,0.0000000000,0.0000000000,488
-1,67,0,0.0000000000,0.0000000000,488
-1,68,0,0.0000000000,0.0000000000,488
-1,69,0,0.0000000000,2.2998208407,156
-1,69,1,2.2998208407,4.5996416814,167
-1,69,2,4.5996416814,6.8994625221,127
-1,69,3,6.8994625221,9.1992833628,33
-1,69,4,9.1992833628,11.4991042035,5
-1,70,0,0.0000000000,0.0000000000,488
-1,71,0,0.0000000000,1.8014007740,440
-1,71,1,1.8014007740,3.6028015480,15
-1,71,2,3.6028015480,5.4042023220,11
-1,71,3,5.4042023220,7.2056030960,12
-1,71,4,7.2056030960,9.0070038700,4
-1,71,5,9.0070038700,10.8084046440,4
-1,71,6,10.8084046440,12.6098054180,1
-1,71,7,12.6098054180,14.4112061920,1
-1,72,0,0.0000000000,0.0000000000,488
-1,73,0,0.0000000000,0.0000000000,488
-1,74,0,0.0000000000,0.0000000000,488
-1,75,0,0.0000000000,0.0000000000,488
-1,76,0,0.1441369951,9.0180161844,37
-1,76,1,9.0180161844,17.8918953737,238
-1,76,2,17.8918953737,26.7657745630,135
-1,76,3,26.7657745630,35.6396537523,51
-1,76,4,35.6396537523,44.5135329416,19
-1,76,5,44.5135329416,53.3874121309,7
-1,76,6,53.3874121309,62.2612913202,1
-1,77,0,0.0000000000,0.0000000000,488
-1,78,0,0.0000000000,0.0000000000,488
-1,79,0,0.0000000000,0.0000000000,488
-1,80,0,0.0000000000,0.0000000000,488
-1,81,0,0.0000000000,0.0000000000,488
-1,82,0,0.0000000000,0.0000000000,488
-1,83,0,0.0000000000,0.0000000000,488
-1,84,0,0.0000000000,1.9410113286,448
-1,84,1,1.9410113286,3.8820226572,12
-1,84,2,3.8820226572,5.8230339858,7
-1,84,3,5.8230339858,7.7640453144,11
-1,84,4,7.7640453144,9.7050566430,4
-1,84,5,9.7050566430,11.6460679716,3
-1,84,6,11.6460679716,13.5870793002,2
-1,84,7,13.5870793002,15.5280906288,1
-1,85,0,0.0000000000,0.0000000000,488
-1,86,0,0.0000000000,0.0000000000,488
-1,87,0,0.0000000000,3.0429989833,240
-1,87,1,3.0429989833,6.0859979666,145
-1,87,2,6.0859979666,9.1289969499,82
-1,87,3,9.1289969499,12.1719959332,20
-1,87,4,12.1719959332,15.2149949165,1
-1,88,0,0.0000000000,0.0000000000,488
-1,89,0,0.0000000000,0.0000000000,488
-1,90,0,0.0000000000,0.0000000000,488
-1,91,0,0.0000000000,0.0000000000,488
-1,92,0,0.0000000000,5.5767466062,114
-1,92,1,5.5767466062,11.1534932124,217
-1,92,2,11.1534932124,16.7302398186,100
-1,92,3,16.7302398186,22.3069864248,38
-1,92,4,22.3069864248,27.8837330310,16
-1,92,5,27.8837330310,33.4604796372,3
-1,93,0,0.0000000000,0.0000000000,488
-1,94,0,0.0000000000,0.0000000000,488
-1,95,0,0.0000000000,0.0000000000,488
-1,96,0,0.0000000000,7.1013630211,33
-1,96,1,7.1013630211,14.2027260422,229
-1,96,2,14.2027260422,21.3040890633,145
-1,96,3,21.3040890633,28.4054520844,53
-1,96,4,28.4054520844,35.5068151055,20
-1,96,5,35.5068151055,42.6081781266,7
-1,96,6,42.6081781266,49.7095411477,1
-1,97,0,0.0000000000,0.0000000000,488
-1,98,0,0.0000000000,0.0000000000,488
-1,99,0,0.0000000000,0.0000000000,488
