layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,0.0075187433,504
-1,0,22,0.1654123526,0.1729310959,1
-1,1,0,0.0000000000,0.0000000000,505
-1,2,0,0.0000000000,2.0423857215,349
-1,2,1,2.0423857215,4.0847714430,78
-1,2,2,4.0847714430,6.1271571645,65
-1,2,3,6.1271571645,8.1695428860,12
-1,2,4,8.1695428860,10.2119286075,1
-1,3,0,0.0000000000,0.0000000000,505
-1,4,0,0.0000000000,0.0000000000,505
-1,5,0,0.0000000000,0.0000000000,505
-1,6,0,0.0000000000,0.0000000000,505
-1,7,0,0.0000000000,0.0000000000,505
-1,8,0,0.0000000000,11.0132548871,374
-1,8,1,11.0132548871,22.0265097742,79
-1,8,2,22.0265097742,33.0397646613,31
-1,8,3,33.0397646613,44.0530195484,13
-1,8,4,44.0530195484,55.0662744355,5
-1,8,5,55.0662744355,66.0795293226,2
-1,8,6,66.0795293226,77.0927842097,1
-1,9,0,0.0000000000,0.0000000000,505
-1,10,0,0.0000000000,0.0000000000,505
-1,11,0,0.0000000000,0.0000000000,505
-1,12,0,0.0000000000,0.0000000000,505
-1,13,0,0.0000000000,0.0000000000,505
-1,14,0,0.0000000000,17.9266448829,368
-1,14,1,17.9266448829,35.8532897658,78
-1,14,2,35.8532897658,53.7799346487,38
-1,14,3,53.7799346487,71.7065795316,11
-1,14,4,71.7065795316,89.6332244145,7
-1,14,5,89.6332244145,107.5598692974,2
-1,14,6,107.5598692974,125.4865141803,1
-1,15,0,0.0000000000,0.0000000000,505
-1,16,0,0.0000000000,0.0000000000,505
-1,17,0,0.0000000000,0.0000000000,505
-1,18,0,0.0000000000,0.0000000000,505
-1,19,0,0.0000000000,0.0000000000,505
-1,20,0,0.0000000000,0.0000000000,505
-1,21,0,0.0000000000,0.0000000000,505
-1,22,0,0.0000000000,0.0000000000,505
-1,23,0,0.0000000000,0.0000000000,505
-1,24,0,0.0000000000,0.0000000000,505
-1,25,0,0.0000000000,0.0000000000,505
-1,26,0,0.0000000000,0.0000000000,505
-1,27,0,0.1728994697,7.0251615525,74
-1,27,1,7.0251615525,13.8774236353,254
-1,27,2,13.8774236353,20.7296857181,115
-1,27,3,20.7296857181,27.5819478009,37
-1,27,4,27.5819478009,34.4342098837,18
-1,27,5,34.4342098837,41.2864719665,5
-1,27,6,41.2864719665,48.1387340493,2
-1,28,0,0.0000000000,0.0000000000,505
-1,29,0,0.0000000000,0.0000000000,505
-1,30,0,0.0000000000,17.5580185443,270
-1,30,1,17.5580185443,35.1160370886,151
-1,30,2,35.1160370886,52.6740556329,48
-1,30,3,52.6740556329,70.2320741772,24
-1,30,4,70.2320741772,87.7900927215,9
-1,30,5,87.7900927215,105.3481112658,1
-1,30,6,105.3481112658,122.9061298101,2
-1,31,0,0.0000000000,16.1826690691,392
-1,31,1,16.1826690691,32.3653381382,58
-1,31,2,32.3653381382,48.5480072073,36
-1,31,3,48.5480072073,64.7306762764,8
-1,31,4,64.7306762764,80.9133453455,8
-1,31,5,80.9133453455,97.0960144146,2
-1,31,6,97.0960144146,113.2786834837,1
-1,32,0,0.0000000000,0.0000000000,505
-1,33,0,0.0000000000,0.0258407173,503
-1,33,7,0.1808850211,0.2067257384,1
-1,33,21,0.5426550633,0.5684957806,1
-1,34,0,0.0000000000,0.0000000000,505
-1,35,0,0.0000000000,0.0000000000,505
-1,36,0,0.0000000000,0.0000000000,505
-1,37,0,0.0000000000,0.0000000000,505
-1,38,0,0.0000000000,0.0000000000,505
-1,39,0,3.2478985786,16.1957996735,150
-1,39,1,16.1957996735,29.1437007684,242
-1,39,2,29.1437007684,42.0916018633,63
-1,39,3,42.0916018633,55.0395029582,33
-1,39,4,55.0395029582,67.9874040531,11
-1,39,5,67.9874040531,80.9353051480,4
-1,39,6,80.9353051480,93.8832062429,2
-1,40,0,0.0000000000,0.0000000000,505
-1,41,0,0.0000000000,0.0000000000,505
-1,42,0,0.0000000000,9.0263609001,173
-1,42,1,9.0263609001,18.0527218002,224
-1,42,2,18.0527218002,27.0790827003,63
-1,42,3,27.0790827003,36.1054436004,30
-1,42,4,36.1054436004,45.1318045005,11
-1,42,5,45.1318045005,54.1581654006,2
-1,42,6,54.1581654006,63.1845263007,1
-1,42,7,63.1845263007,72.2108872008,1
-1,43,0,0.0000000000,0.0000000000,505
-1,44,0,0.0000000000,18.5586440139,355
-1,44,1,18.5586440139,37.1172880278,89
-1,44,2,37.1172880278,55.6759320417,40
-1,44,3,55.6759320417,74.2345760556,11
-1,44,4,74.2345760556,92.7932200695,7
-1,44,5,92.7932200695,111.3518640834,3
-1,45,0,0.0000000000,0.0000000000,505
-1,46,0,0.0000000000,0.0000000000,505
-1,47,0,0.0000000000,0.0000000000,505
-1,48,0,0.0000000000,0.0000000000,505
-1,49,0,0.0000000000,0.0000000000,505
