layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,20.0669045655,246
-1,0,1,20.0669045655,40.1338091310,123
-1,0,2,40.1338091310,60.2007136965,45
-1,0,3,60.2007136965,80.2676182620,21
-1,0,4,80.2676182620,100.3345228275,5
-1,1,0,0.0000000000,0.0000000000,440
-1,2,0,0.0000000000,0.0000000000,440
-1,3,0,0.0000000000,0.0000000000,440
-1,4,0,0.0000000000,0.0000000000,440
-1,5,0,0.0306739360,6.3955593057,9
-1,5,1,6.3955593057,12.7604446754,75
-1,5,2,12.7604446754,19.1253300451,187
-1,5,3,19.1253300451,25.4902154148,113
-1,5,4,25.4902154148,31.8551007845,46
-1,5,5,31.8551007845,38.2199861542,8
-1,5,6,38.2199861542,44.5848715239,2
-1,6,0,0.0000000000,0.0000000000,440
-1,7,0,0.0000000000,0.0000000000,440
-1,8,0,0.0000000000,0.0000000000,440
