layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,29.9110069275,78.8400681280,18
-1,0,1,78.8400681280,127.7691293285,23
-1,0,2,127.7691293285,176.6981905290,14
-1,0,3,176.6981905290,225.6272517295,3
-1,0,4,225.6272517295,274.5563129300,1
-1,1,0,0.0000000000,0.0000000000,59
-1,2,0,0.0000000000,0.0000000000,59
-1,3,0,0.0000000000,0.0000000000,59
-1,4,0,0.0000000000,0.0000000000,59
-1,5,0,2.1443102360,15.8977505996,18
-1,5,1,15.8977505996,29.6511909632,17
-1,5,2,29.6511909632,43.4046313268,17
-1,5,3,43.4046313268,57.1580716904,6
-1,5,4,57.1580716904,70.9115120540,1
-1,6,0,0.0000000000,0.0000000000,59
-1,7,0,0.0000000000,0.0000000000,59
-1,8,0,0.0000000000,0.0000000000,59
