layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,0.0000000000,21319
-1,1,0,0.0000000000,0.0000000000,21319
-1,2,0,0.0000000000,0.0000000000,21319
-1,3,0,0.0000000000,0.0000000000,21319
-1,4,0,0.0000000000,0.0000000000,21319
-1,5,0,0.0000000000,0.0000000000,21319
-1,6,0,0.0000000000,0.0000000000,21319
-1,7,0,0.0000000000,0.0000000000,21319
-1,8,0,0.0000000000,0.0000000000,21319
-1,9,0,0.0000000000,0.0000000000,21319
-1,10,0,0.0000000000,0.0000000000,21319
-1,11,0,0.0000000000,0.0000000000,21319
-1,12,0,0.0000000000,42.6324749998,13086
-1,12,1,42.6324749998,85.2649499996,5226
-1,12,2,85.2649499996,127.8974249994,1682
-1,12,3,127.8974249994,170.5298999992,811
-1,12,4,170.5298999992,213.1623749990,276
-1,12,5,213.1623749990,255.7948499988,142
-1,12,6,255.7948499988,298.4273249986,73
-1,12,7,298.4273249986,341.0597999984,21
-1,12,8,341.0597999984,383.6922749982,2
-1,13,0,0.0000000000,0.0000000000,21319
-1,14,0,0.0000000000,0.0000000000,21319
-1,15,0,0.0000000000,4.2002922830,21064
-1,15,1,4.2002922830,8.4005845660,18
-1,15,2,8.4005845660,12.6008768490,30
-1,15,3,12.6008768490,16.8011691320,39
-1,15,4,16.8011691320,21.0014614150,28
-1,15,5,21.0014614150,25.2017536980,24
-1,15,6,25.2017536980,29.4020459810,9
-1,15,7,29.4020459810,33.6023382640,15
-1,15,8,33.6023382640,37.8026305470,12
-1,15,9,37.8026305470,42.0029228300,12
-1,15,10,42.0029228300,46.2032151130,14
-1,15,11,46.2032151130,50.4035073960,8
-1,15,12,50.4035073960,54.6037996790,8
-1,15,13,54.6037996790,58.8040919620,7
-1,15,14,58.8040919620,63.0043842450,6
-1,15,15,63.0043842450,67.2046765280,1
-1,15,16,67.2046765280,71.4049688110,4
-1,15,17,71.4049688110,75.6052610940,7
-1,15,18,75.6052610940,79.8055533770,2
-1,15,19,79.8055533770,84.0058456600,3
-1,15,20,84.0058456600,88.2061379430,3
-1,15,22,92.4064302260,96.6067225090,1
-1,15,24,100.8070147920,105.0073070750,1
-1,15,25,105.0073070750,109.2075993580,2
-1,15,29,121.8084762070,126.0087684900,1
-1,16,0,0.0000000000,0.0000000000,21319
-1,17,0,0.0000000000,0.0000000000,21319
-1,18,0,0.0000000000,0.0000000000,21319
-1,19,0,0.0000000000,0.0000000000,21319
-1,20,0,0.0000000000,0.0000000000,21319
-1,21,0,0.0000000000,0.0000000000,21319
-1,22,0,0.0000000000,0.0000000000,21319
-1,23,0,0.0000000000,0.0000000000,21319
-1,24,0,0.0000000000,0.0000000000,21319
-1,25,0,0.0000000000,0.0000000000,21319
-1,26,0,0.0000000000,0.0000000000,21319
-1,27,0,0.0000000000,0.0000000000,21319
-1,28,0,0.0000000000,0.0000000000,21319
-1,29,0,0.0000000000,0.0917921723,21315
-1,29,18,1.6522591014,1.7440512737,1
-1,29,42,3.8552712366,3.9470634089,1
-1,29,47,4.3142320981,4.4060242704,1
-1,29,130,11.9329823990,12.0247745713,1
-1,30,0,0.0000000000,0.6274774592,21315
-1,30,17,10.6671168064,11.2945942656,1
-1,30,58,36.3936926336,37.0211700928,1
-1,30,88,55.2180164096,55.8454938688,1
-1,30,98,61.4927910016,62.1202684608,1
-1,31,0,0.0000000000,0.0000000000,21319
-1,32,0,0.0000000000,0.0000000000,21319
-1,33,0,0.0000000000,0.0000000000,21319
-1,34,0,0.0000000000,0.0000000000,21319
-1,35,0,0.0000000000,0.0000000000,21319
-1,36,0,0.0000000000,0.0000000000,21319
-1,37,0,0.0000000000,0.0000000000,21319
-1,38,0,0.0000000000,0.0000000000,21319
-1,39,0,0.0000000000,0.0000000000,21319
-1,40,0,0.0000000000,0.0000000000,21319
-1,41,0,0.0000000000,0.0000000000,21319
-1,42,0,0.0000000000,0.0000000000,21319
-1,43,0,0.0000000000,0.0000000000,21319
-1,44,0,0.0000000000,0.0000000000,21319
-1,45,0,0.0000000000,0.0000000000,21319
-1,46,0,0.0000000000,8.3865745334,21214
-1,46,1,8.3865745334,16.7731490668,36
-1,46,2,16.7731490668,25.1597236002,12
-1,46,3,25.1597236002,33.5462981336,9
-1,46,4,33.5462981336,41.9328726670,9
-1,46,5,41.9328726670,50.3194472004,6
-1,46,6,50.3194472004,58.7060217338,4
-1,46,7,58.7060217338,67.0925962672,9
-1,46,8,67.0925962672,75.4791708006,2
-1,46,9,75.4791708006,83.8657453340,1
-1,46,10,83.8657453340,92.2523198674,1
-1,46,11,92.2523198674,100.6388944008,1
-1,46,12,100.6388944008,109.0254689342,3
-1,46,13,109.0254689342,117.4120434676,4
-1,46,14,117.4120434676,125.7986180010,1
-1,46,20,167.7314906680,176.1180652014,1
-1,46,33,276.7569596022,285.1435341356,1
-1,46,51,427.7153012034,436.1018757368,1
-1,46,54,452.8750248036,461.2615993370,1
-1,46,57,478.0347484038,486.4213229372,1
-1,46,59,494.8078974706,503.1944720040,1
-1,46,65,545.1273446710,553.5139192044,1
-1,47,0,0.0000000000,0.0000000000,21319
-1,48,0,0.0000000000,0.0000000000,21319
-1,49,0,0.0000000000,0.0000000000,21319
