layerId,nodeId,binId,sigmaInterval_lb,sigmaInterval_ub,sigmaFreq
-1,0,0,0.0000000000,0.0000000000,1718
-1,1,0,0.0000000000,0.0000000000,1718
-1,2,0,0.0000000000,0.0000000000,1718
-1,3,0,0.0000000000,0.0000000000,1718
-1,4,0,0.0000000000,0.0000000000,1718
-1,5,0,0.0000000000,2.5962860396,1295
-1,5,1,2.5962860396,5.1925720792,241
-1,5,2,5.1925720792,7.7888581188,88
-1,5,3,7.7888581188,10.3851441584,76
-1,5,4,10.3851441584,12.9814301980,18
-1,6,0,0.0000000000,0.0000000000,1718
-1,7,0,0.0000000000,0.0000000000,1718
-1,8,0,0.0000000000,0.0000000000,1718
-1,9,0,0.0000000000,0.0000000000,1718
-1,10,0,0.0000000000,0.0000000000,1718
-1,11,0,0.0000000000,0.4524642268,1332
-1,11,1,0.4524642268,0.9049284536,9
-1,11,2,0.9049284536,1.3573926804,377
-1,12,0,0.0000000000,0.0000000000,1718
-1,13,0,0.0000000000,0.0000000000,1718
-1,14,0,0.0000000000,0.0000000000,1718
-1,15,0,0.0000000000,0.7757807855,1332
-1,15,1,0.7757807855,1.5515615710,6
-1,15,2,1.5515615710,2.3273423565,380
-1,16,0,0.0000000000,0.0000000000,1718
-1,17,0,0.0000000000,0.0000000000,1718
-1,18,0,0.0000000000,0.0000000000,1718
-1,19,0,0.0000000000,0.0000000000,1718
-1,20,0,0.0000000000,0.0000000000,1718
-1,21,0,0.0000000000,0.0000000000,1718
-1,22,0,0.0000000000,0.0000000000,1718
-1,23,0,0.0000000000,0.0000000000,1718
-1,24,0,0.0000000000,0.0000000000,1718
-1,25,0,0.0000000000,0.0000000000,1718
-1,26,0,0.0000000000,0.0000000000,1718
-1,27,0,0.0000000000,0.0000000000,1718
-1,28,0,0.0000000000,0.0000000000,1718
-1,29,0,0.0000000000,0.0000000000,1718
-1,30,0,0.0000000000,0.0000000000,1718
-1,31,0,0.0000000000,3.0253568829,1332
-1,31,1,3.0253568829,6.0507137658,3
-1,31,2,6.0507137658,9.0760706487,383
-1,32,0,0.0000000000,0.0000000000,1718
-1,33,0,0.0000000000,0.0000000000,1718
-1,34,0,0.0000000000,0.0000000000,1718
-1,35,0,0.0000000000,0.0000000000,1718
-1,36,0,0.0000000000,0.0000000000,1718
-1,37,0,0.0000000000,0.5710768393,1334
-1,37,1,0.5710768393,1.1421536786,7
-1,37,2,1.1421536786,1.7132305179,377
-1,38,0,0.0000000000,0.0000000000,1718
-1,39,0,0.0000000000,0.0000000000,1718
-1,40,0,0.0000000000,0.0000000000,1718
-1,41,0,0.0000000000,0.0000000000,1718
-1,42,0,0.0000000000,0.0012220553,1342
-1,42,2,0.0024441106,0.0036661659,376
-1,43,0,0.0000000000,0.0000000000,1718
-1,44,0,0.0000000000,0.0000000000,1718
-1,45,0,0.0000000000,0.0000000000,1718
-1,46,0,0.0000000000,0.0000000000,1718
-1,47,0,0.0000000000,0.0000000000,1718
-1,48,0,0.0000000000,0.0000000000,1718
-1,49,0,0.0000000000,0.0000000000,1718
-1,50,0,0.0000000000,0.0000000000,1718
-1,51,0,0.0000000000,0.0000000000,1718
-1,52,0,0.0000000000,0.0000000000,1718
-1,53,0,0.0000000000,0.0000000000,1718
-1,54,0,0.0000000000,0.0000000000,1718
-1,55,0,0.0000000000,0.0000000000,1718
-1,56,0,0.0000000000,0.0000000000,1718
-1,57,0,0.0000000000,0.0000000000,1718
-1,58,0,0.0000000000,0.0000000000,1718
-1,59,0,0.0000000000,0.0000000000,1718
-1,60,0,0.0000000000,0.0000000000,1718
-1,61,0,0.0000000000,0.0000000000,1718
-1,62,0,0.0000000000,0.0000000000,1718
-1,63,0,0.0000000000,0.0000000000,1718
